OBS_STATUS;TERRITORIO;TEMPORAL;RESITUR;INDICATOR;OBS_VALUE;FREQ
A;ES615;2014;55565;PERNOCTACIONES;259563.01531549;A
A;ES615;2014;55697;PERNOCTACIONES;24526.872169466;A
A;ES616;2020;55698;PERNOCTACIONES;114470.660241981;A
A;ES616;2020;55565;PERNOCTACIONES;112219.341521174;A
A;ES616;2020;55697;PERNOCTACIONES;2251.318720807;A
A;ES616;2019;55698;PERNOCTACIONES;163206.900998364;A
A;ES616;2019;55565;PERNOCTACIONES;157010.297555599;A
A;ES616;2019;55697;PERNOCTACIONES;6196.603442765;A
A;ES616;2018;55698;PERNOCTACIONES;163084.129520798;A
A;ES616;2018;55565;PERNOCTACIONES;155873.32798726;A
A;ES616;2018;55697;PERNOCTACIONES;7210.801533538;A
A;ES616;2017;55698;PERNOCTACIONES;157352.110653644;A
A;ES616;2017;55565;PERNOCTACIONES;146467.594483554;A
A;ES616;2017;55697;PERNOCTACIONES;10884.51617009;A
A;ES616;2016;55698;PERNOCTACIONES;147344.007675438;A
A;ES616;2016;55565;PERNOCTACIONES;135792.451150419;A
A;ES616;2016;55697;PERNOCTACIONES;11551.556525019;A
A;ES616;2015;55698;PERNOCTACIONES;114345.997962115;A
A;ES616;2015;55565;PERNOCTACIONES;108268.953630047;A
A;ES616;2015;55697;PERNOCTACIONES;6077.044332068;A
A;ES616;2014;55698;PERNOCTACIONES;101577.906655964;A
A;ES616;2014;55565;PERNOCTACIONES;95211.524519056;A
A;ES616;2014;55697;PERNOCTACIONES;6366.382136908;A
A;ES617;2020;55698;PERNOCTACIONES;1962103.730333664;A
A;ES617;2020;55565;PERNOCTACIONES;836432.980019548;A
A;ES617;2020;55697;PERNOCTACIONES;1125670.750314116;A
A;ES617;2019;55698;PERNOCTACIONES;6699959.694986533;A
A;ES617;2019;55565;PERNOCTACIONES;1376847.663336807;A
A;ES617;2019;55697;PERNOCTACIONES;5323112.031649726;A
A;ES617;2018;55698;PERNOCTACIONES;6423882.9736743;A
A;ES617;2018;55565;PERNOCTACIONES;1127943.5125875;A
A;ES617;2018;55697;PERNOCTACIONES;5295939.4610868;A
A;ES617;2017;55698;PERNOCTACIONES;6819122.3224187;A
A;ES617;2017;55565;PERNOCTACIONES;1292108.2333346;A
A;ES617;2017;55697;PERNOCTACIONES;5527014.0890841;A
A;ES617;2016;55698;PERNOCTACIONES;6200394.6698205;A
A;ES617;2016;55565;PERNOCTACIONES;1070429.6051819;A
A;ES617;2016;55697;PERNOCTACIONES;5129965.0646386;A
A;ES617;2015;55698;PERNOCTACIONES;5871069.81634;A
A;ES617;2015;55565;PERNOCTACIONES;1042235.5085066;A
A;ES617;2015;55697;PERNOCTACIONES;4828834.3078334;A
A;ES617;2014;55698;PERNOCTACIONES;5118900.3668441;A
A;ES617;2014;55565;PERNOCTACIONES;902425.0425573;A
A;ES617;2014;55697;PERNOCTACIONES;4216475.3242868;A
A;ES618;2020;55698;PERNOCTACIONES;348790.282574567;A
A;ES618;2020;55565;PERNOCTACIONES;206484.972080593;A
A;ES618;2020;55697;PERNOCTACIONES;142305.310493974;A
A;ES618;2019;55698;PERNOCTACIONES;1096081.419182886;A
A;ES618;2019;55565;PERNOCTACIONES;434351.680242602;A
A;ES618;2019;55697;PERNOCTACIONES;661729.738940284;A
A;ES618;2018;55698;PERNOCTACIONES;1088997.72918569;A
A;ES618;2018;55565;PERNOCTACIONES;450630.23492139;A
A;ES618;2018;55697;PERNOCTACIONES;638367.4942643;A
A;ES618;2017;55698;PERNOCTACIONES;950036.34341466;A
A;ES618;2017;55565;PERNOCTACIONES;412330.5766962;A
A;ES618;2017;55697;PERNOCTACIONES;537705.76671846;A
A;ES618;2016;55698;PERNOCTACIONES;791390.97816903;A
A;ES618;2016;55565;PERNOCTACIONES;360300.1253441;A
A;ES618;2016;55697;PERNOCTACIONES;431090.85282493;A
A;ES618;2015;55698;PERNOCTACIONES;666072.69063935;A
A;ES618;2015;55565;PERNOCTACIONES;292910.54076599;A
A;ES618;2015;55697;PERNOCTACIONES;373162.14987336;A
A;ES618;2014;55698;PERNOCTACIONES;636216.05257938;A
A;ES618;2014;55565;PERNOCTACIONES;293314.0491363;A
A;ES618;2014;55697;PERNOCTACIONES;342902.00344308;A
P;ES61;2021;55698;PERNOCTACIONES;6368622.502404931;A
P;ES61;2021;55565;PERNOCTACIONES;4042291.424310314;A
P;ES61;2021;55697;PERNOCTACIONES;2326331.078094617;A
P;ES611;2021;55698;PERNOCTACIONES;826027.732408574;A
P;ES611;2021;55565;PERNOCTACIONES;751447.257832708;A
P;ES611;2021;55697;PERNOCTACIONES;74580.474575866;A
P;ES612;2021;55698;PERNOCTACIONES;546609.824446833;A
P;ES612;2021;55565;PERNOCTACIONES;438766.792168841;A
P;ES612;2021;55697;PERNOCTACIONES;107843.032277992;A
P;ES613;2021;55698;PERNOCTACIONES;92150.552727181;A
P;ES613;2021;55565;PERNOCTACIONES;75976.180552043;A
P;ES613;2021;55697;PERNOCTACIONES;16174.372175138;A
P;ES614;2021;55698;PERNOCTACIONES;508186.1774131;A
P;ES614;2021;55565;PERNOCTACIONES;405934.645272458;A
P;ES614;2021;55697;PERNOCTACIONES;102251.532140642;A
P;ES615;2021;55698;PERNOCTACIONES;308405.854059868;A
P;ES615;2021;55565;PERNOCTACIONES;293817.419922208;A
P;ES615;2021;55697;PERNOCTACIONES;14588.43413766;A
P;ES616;2021;55698;PERNOCTACIONES;135037.629338762;A
P;ES616;2021;55565;PERNOCTACIONES;131100.96183318;A
P;ES616;2021;55697;PERNOCTACIONES;3936.667505582;A
P;ES617;2021;55698;PERNOCTACIONES;3291459.165200337;A
P;ES617;2021;55565;PERNOCTACIONES;1500738.696548389;A
P;ES617;2021;55697;PERNOCTACIONES;1790720.468651948;A
P;ES618;2021;55698;PERNOCTACIONES;660745.566810276;A
P;ES618;2021;55565;PERNOCTACIONES;444509.470180487;A
P;ES618;2021;55697;PERNOCTACIONES;216236.096629789;A
A;ES61;2020;55698;ESTANCIA_MEDIA;4.03378496193026;A
A;ES61;2020;55565;ESTANCIA_MEDIA;3.491838921711258;A
A;ES61;2020;55697;ESTANCIA_MEDIA;5.344467147722534;A
A;ES61;2019;55698;ESTANCIA_MEDIA;4.018919695146679;A
A;ES61;2019;55565;ESTANCIA_MEDIA;3.1800750297708515;A
A;ES61;2019;55697;ESTANCIA_MEDIA;4.763673952779457;A
A;ES61;2018;55698;ESTANCIA_MEDIA;4.1864446305010174;A
A;ES61;2018;55565;ESTANCIA_MEDIA;3.243313089605842;A
A;ES61;2018;55697;ESTANCIA_MEDIA;4.9627365849374225;A
A;ES61;2017;55698;ESTANCIA_MEDIA;4.330222748193943;A
A;ES61;2017;55565;ESTANCIA_MEDIA;3.381893021075531;A
A;ES61;2017;55697;ESTANCIA_MEDIA;5.103577921163772;A
A;ES61;2016;55698;ESTANCIA_MEDIA;4.544071399053295;A
A;ES61;2016;55565;ESTANCIA_MEDIA;3.395249020137609;A
A;ES61;2016;55697;ESTANCIA_MEDIA;5.50636143200778;A
A;ES61;2015;55698;ESTANCIA_MEDIA;4.808068307460809;A
A;ES61;2015;55565;ESTANCIA_MEDIA;3.5191584332439754;A
A;ES61;2015;55697;ESTANCIA_MEDIA;5.92412286448713;A
A;ES61;2014;55698;ESTANCIA_MEDIA;4.837300366602966;A
A;ES61;2014;55565;ESTANCIA_MEDIA;3.6304307319872424;A
A;ES61;2014;55697;ESTANCIA_MEDIA;5.875497690098468;A
A;ES611;2020;55698;ESTANCIA_MEDIA;4.68004283502184;A
A;ES611;2020;55565;ESTANCIA_MEDIA;4.397880387883565;A
A;ES611;2020;55697;ESTANCIA_MEDIA;7.424328278852119;A
A;ES611;2019;55698;ESTANCIA_MEDIA;4.974563053360614;A
A;ES611;2019;55565;ESTANCIA_MEDIA;4.489128088409307;A
A;ES611;2019;55697;ESTANCIA_MEDIA;7.55139862534226;A
A;ES611;2018;55698;ESTANCIA_MEDIA;5.177763478692837;A
A;ES611;2018;55565;ESTANCIA_MEDIA;4.6191949477053855;A
A;ES611;2018;55697;ESTANCIA_MEDIA;7.876059721446759;A
A;ES611;2017;55698;ESTANCIA_MEDIA;5.031542072062049;A
A;ES611;2017;55565;ESTANCIA_MEDIA;4.481144399814704;A
A;ES611;2017;55697;ESTANCIA_MEDIA;7.656147806534353;A
A;ES611;2016;55698;ESTANCIA_MEDIA;5.092904953139142;A
A;ES611;2016;55565;ESTANCIA_MEDIA;4.617552043058814;A
A;ES611;2016;55697;ESTANCIA_MEDIA;7.539918074760021;A
A;ES611;2015;55698;ESTANCIA_MEDIA;5.079147312279916;A
A;ES611;2015;55565;ESTANCIA_MEDIA;4.598106312326919;A
A;ES611;2015;55697;ESTANCIA_MEDIA;7.7121656070453986;A
A;ES611;2014;55698;ESTANCIA_MEDIA;5.1842300359547036;A
A;ES611;2014;55565;ESTANCIA_MEDIA;4.643042270523566;A
A;ES611;2014;55697;ESTANCIA_MEDIA;8.068495395569263;A
A;ES612;2020;55698;ESTANCIA_MEDIA;3.727853926212761;A
A;ES612;2020;55565;ESTANCIA_MEDIA;3.7357167446218864;A
A;ES612;2020;55697;ESTANCIA_MEDIA;3.663285578771777;A
A;ES612;2019;55698;ESTANCIA_MEDIA;3.4758940086113674;A
A;ES612;2019;55565;ESTANCIA_MEDIA;3.594497185559857;A
A;ES612;2019;55697;ESTANCIA_MEDIA;3.192591417326203;A
A;ES612;2018;55698;ESTANCIA_MEDIA;3.5620039826632808;A
A;ES612;2018;55565;ESTANCIA_MEDIA;3.6010341870017863;A
A;ES612;2018;55697;ESTANCIA_MEDIA;3.4812226831814095;A
A;ES612;2017;55698;ESTANCIA_MEDIA;3.805332458519975;A
A;ES612;2017;55565;ESTANCIA_MEDIA;3.8374317295207083;A
A;ES612;2017;55697;ESTANCIA_MEDIA;3.73313581876044;A
A;ES612;2016;55698;ESTANCIA_MEDIA;3.8042736105635355;A
A;ES612;2016;55565;ESTANCIA_MEDIA;3.762388968139377;A
A;ES612;2016;55697;ESTANCIA_MEDIA;3.9223388510193367;A
A;ES612;2015;55698;ESTANCIA_MEDIA;3.60664021665316;A
A;ES612;2015;55565;ESTANCIA_MEDIA;3.5873949943918517;A
A;ES612;2015;55697;ESTANCIA_MEDIA;3.6535016218552667;A
A;ES612;2014;55698;ESTANCIA_MEDIA;4.13990993345334;A
A;ES612;2014;55565;ESTANCIA_MEDIA;3.990345449021876;A
A;ES612;2014;55697;ESTANCIA_MEDIA;4.552176436643316;A
A;ES613;2020;55698;ESTANCIA_MEDIA;2.276451570665223;A
A;ES613;2020;55565;ESTANCIA_MEDIA;2.415789638774076;A
A;ES613;2020;55697;ESTANCIA_MEDIA;1.766163471416129;A
A;ES613;2019;55698;ESTANCIA_MEDIA;2.0089143783083054;A
A;ES613;2019;55565;ESTANCIA_MEDIA;2.0905259377256047;A
A;ES613;2019;55697;ESTANCIA_MEDIA;1.8862437276790673;A
A;ES613;2018;55698;ESTANCIA_MEDIA;2.0637849788743474;A
A;ES613;2018;55565;ESTANCIA_MEDIA;2.094360814263619;A
A;ES613;2018;55697;ESTANCIA_MEDIA;2.0198930202088667;A
A;ES613;2017;55698;ESTANCIA_MEDIA;1.9386734610425362;A
A;ES613;2017;55565;ESTANCIA_MEDIA;2.0655344020034097;A
A;ES613;2017;55697;ESTANCIA_MEDIA;1.7999305265552277;A
A;ES613;2016;55698;ESTANCIA_MEDIA;2.025494555196475;A
A;ES613;2016;55565;ESTANCIA_MEDIA;2.1090281000111966;A
A;ES613;2016;55697;ESTANCIA_MEDIA;1.8929213841041717;A
A;ES613;2015;55698;ESTANCIA_MEDIA;2.2343687615706935;A
A;ES613;2015;55565;ESTANCIA_MEDIA;2.267116765659483;A
A;ES613;2015;55697;ESTANCIA_MEDIA;2.1651186479611235;A
A;ES613;2014;55698;ESTANCIA_MEDIA;2.0284466817207667;A
A;ES613;2014;55565;ESTANCIA_MEDIA;2.071945339622623;A
A;ES613;2014;55697;ESTANCIA_MEDIA;1.961047010131119;A
A;ES614;2020;55698;ESTANCIA_MEDIA;2.678196960681555;A
A;ES614;2020;55565;ESTANCIA_MEDIA;2.609426844808751;A
A;ES614;2020;55697;ESTANCIA_MEDIA;2.9577768867515317;A
A;ES614;2019;55698;ESTANCIA_MEDIA;2.472631838682033;A
A;ES614;2019;55565;ESTANCIA_MEDIA;2.4801152010224827;A
A;ES614;2019;55697;ESTANCIA_MEDIA;2.4610987781690126;A
A;ES614;2018;55698;ESTANCIA_MEDIA;2.557589219998727;A
A;ES614;2018;55565;ESTANCIA_MEDIA;2.643139961492897;A
A;ES614;2018;55697;ESTANCIA_MEDIA;2.428077832573764;A
A;ES614;2017;55698;ESTANCIA_MEDIA;2.913326279523163;A
A;ES614;2017;55565;ESTANCIA_MEDIA;2.8716803375165405;A
A;ES614;2017;55697;ESTANCIA_MEDIA;2.9798036226412137;A
A;ES614;2016;55698;ESTANCIA_MEDIA;2.7181180090198866;A
A;ES614;2016;55565;ESTANCIA_MEDIA;2.711780959597699;A
A;ES614;2016;55697;ESTANCIA_MEDIA;2.7278278361075867;A
A;ES614;2015;55698;ESTANCIA_MEDIA;2.920198435129122;A
A;ES614;2015;55565;ESTANCIA_MEDIA;2.8368792045843563;A
A;ES614;2015;55697;ESTANCIA_MEDIA;3.0476656446573798;A
A;ES614;2014;55698;ESTANCIA_MEDIA;3.047508740904821;A
A;ES614;2014;55565;ESTANCIA_MEDIA;2.980435825775303;A
A;ES614;2014;55697;ESTANCIA_MEDIA;3.167338525259711;A
A;ES615;2020;55698;ESTANCIA_MEDIA;4.066304556614782;A
A;ES615;2020;55565;ESTANCIA_MEDIA;4.0625139682744695;A
A;ES615;2020;55697;ESTANCIA_MEDIA;4.130841035474151;A
A;ES615;2019;55698;ESTANCIA_MEDIA;4.044007746918886;A
A;ES615;2019;55565;ESTANCIA_MEDIA;3.966006703723467;A
A;ES615;2019;55697;ESTANCIA_MEDIA;4.671930910090162;A
A;ES615;2018;55698;ESTANCIA_MEDIA;4.092761790747978;A
A;ES615;2018;55565;ESTANCIA_MEDIA;3.9606148396468286;A
A;ES615;2018;55697;ESTANCIA_MEDIA;5.057568610462434;A
A;ES615;2017;55698;ESTANCIA_MEDIA;4.465432478816559;A
A;ES615;2017;55565;ESTANCIA_MEDIA;4.380169867546319;A
A;ES615;2017;55697;ESTANCIA_MEDIA;5.4560719845147885;A
A;ES615;2016;55698;ESTANCIA_MEDIA;4.357624304686233;A
A;ES615;2016;55565;ESTANCIA_MEDIA;4.253787462895647;A
A;ES615;2016;55697;ESTANCIA_MEDIA;5.30269071972605;A
A;ES615;2015;55698;ESTANCIA_MEDIA;3.9433692784377965;A
A;ES615;2015;55565;ESTANCIA_MEDIA;3.8805665863007297;A
A;ES615;2015;55697;ESTANCIA_MEDIA;4.778407686745668;A
A;ES615;2014;55698;ESTANCIA_MEDIA;3.9129223922770744;A
A;ES615;2014;55565;ESTANCIA_MEDIA;3.856738811228605;A
A;ES615;2014;55697;ESTANCIA_MEDIA;4.626113880440295;A
A;ES616;2020;55698;ESTANCIA_MEDIA;2.8427301856942933;A
A;ES616;2020;55565;ESTANCIA_MEDIA;2.848321952340376;A
A;ES616;2020;55697;ESTANCIA_MEDIA;2.5893453218024125;A
A;ES616;2019;55698;ESTANCIA_MEDIA;2.415164714927289;A
A;ES616;2019;55565;ESTANCIA_MEDIA;2.411527133335999;A
A;ES616;2019;55697;ESTANCIA_MEDIA;2.5111415023858052;A
A;ES616;2018;55698;ESTANCIA_MEDIA;2.528401199943978;A
A;ES616;2018;55565;ESTANCIA_MEDIA;2.520120686445406;A
A;ES616;2018;55697;ESTANCIA_MEDIA;2.7217169091961586;A
A;ES616;2017;55698;ESTANCIA_MEDIA;2.5962197279115746;A
A;ES616;2017;55565;ESTANCIA_MEDIA;2.5230863990473975;A
A;ES616;2017;55697;ESTANCIA_MEDIA;4.25641770644645;A
A;ES616;2016;55698;ESTANCIA_MEDIA;2.5784097821991776;A
A;ES616;2016;55565;ESTANCIA_MEDIA;2.5324551357771203;A
A;ES616;2016;55697;ESTANCIA_MEDIA;3.277566021100806;A
A;ES616;2015;55698;ESTANCIA_MEDIA;2.488536388166427;A
A;ES616;2015;55565;ESTANCIA_MEDIA;2.495622354399634;A
A;ES616;2015;55697;ESTANCIA_MEDIA;2.368712318716319;A
A;ES616;2014;55698;ESTANCIA_MEDIA;2.5472146020939;A
A;ES616;2014;55565;ESTANCIA_MEDIA;2.511639664224286;A
A;ES616;2014;55697;ESTANCIA_MEDIA;3.2318009567601704;A
A;ES617;2020;55698;ESTANCIA_MEDIA;4.963565029429918;A
A;ES617;2020;55565;ESTANCIA_MEDIA;3.754790340350064;A
A;ES617;2020;55697;ESTANCIA_MEDIA;6.524225337633672;A
A;ES617;2019;55698;ESTANCIA_MEDIA;4.962422981546661;A
A;ES617;2019;55565;ESTANCIA_MEDIA;3.2445897773323016;A
A;ES617;2019;55697;ESTANCIA_MEDIA;5.74982413008603;A
A;ES617;2018;55698;ESTANCIA_MEDIA;5.252391460605511;A
A;ES617;2018;55565;ESTANCIA_MEDIA;3.366521898817168;A
A;ES617;2018;55697;ESTANCIA_MEDIA;5.963946102013081;A
A;ES617;2017;55698;ESTANCIA_MEDIA;5.227390647976608;A
A;ES617;2017;55565;ESTANCIA_MEDIA;3.453369877976401;A
A;ES617;2017;55697;ESTANCIA_MEDIA;5.940856119722641;A
A;ES617;2016;55698;ESTANCIA_MEDIA;5.716889512440015;A
A;ES617;2016;55565;ESTANCIA_MEDIA;3.6621205138839303;A
A;ES617;2016;55697;ESTANCIA_MEDIA;6.474963118573332;A
A;ES617;2015;55698;ESTANCIA_MEDIA;6.040488200218803;A
A;ES617;2015;55565;ESTANCIA_MEDIA;3.86154750317058;A
A;ES617;2015;55697;ESTANCIA_MEDIA;6.878173110630388;A
A;ES617;2014;55698;ESTANCIA_MEDIA;5.961763603251276;A
A;ES617;2014;55565;ESTANCIA_MEDIA;3.8994296063108846;A
A;ES617;2014;55697;ESTANCIA_MEDIA;6.7227293713979455;A
A;ES618;2020;55698;ESTANCIA_MEDIA;2.7487473847090587;A
A;ES618;2020;55565;ESTANCIA_MEDIA;2.715827509506362;A
A;ES618;2020;55697;ESTANCIA_MEDIA;2.7979586614832184;A
A;ES618;2019;55698;ESTANCIA_MEDIA;2.416483064899953;A
A;ES618;2019;55565;ESTANCIA_MEDIA;2.302789133414326;A
A;ES618;2019;55697;ESTANCIA_MEDIA;2.4974178422330655;A
A;ES618;2018;55698;ESTANCIA_MEDIA;2.463996852726417;A
A;ES618;2018;55565;ESTANCIA_MEDIA;2.3156163121064988;A
A;ES618;2018;55697;ESTANCIA_MEDIA;2.5807323330081564;A
A;ES618;2017;55698;ESTANCIA_MEDIA;2.404864840932539;A
A;ES618;2017;55565;ESTANCIA_MEDIA;2.3316731059418867;A
A;ES618;2017;55697;ESTANCIA_MEDIA;2.4641802735825395;A
A;ES618;2016;55698;ESTANCIA_MEDIA;2.5485648694204284;A
A;ES618;2016;55565;ESTANCIA_MEDIA;2.3952532332413705;A
A;ES618;2016;55697;ESTANCIA_MEDIA;2.692607954127931;A
A;ES618;2015;55698;ESTANCIA_MEDIA;2.8131181165805383;A
A;ES618;2015;55565;ESTANCIA_MEDIA;2.5784643583018805;A
A;ES618;2015;55697;ESTANCIA_MEDIA;3.0295288991868796;A
A;ES618;2014;55698;ESTANCIA_MEDIA;2.908982247691905;A
A;ES618;2014;55565;ESTANCIA_MEDIA;2.8300710120037236;A
A;ES618;2014;55697;ESTANCIA_MEDIA;2.980059275112199;A
P;ES61;2021;55698;ESTANCIA_MEDIA;4.01442481981983;A
P;ES61;2021;55565;ESTANCIA_MEDIA;3.5957230887746214;A
P;ES61;2021;55697;ESTANCIA_MEDIA;5.032730863897296;A
P;ES611;2021;55698;ESTANCIA_MEDIA;4.849387780073681;A
P;ES611;2021;55565;ESTANCIA_MEDIA;4.769496426376385;A
P;ES611;2021;55697;ESTANCIA_MEDIA;5.834004955874428;A
P;ES612;2021;55698;ESTANCIA_MEDIA;3.850330970367357;A
P;ES612;2021;55565;ESTANCIA_MEDIA;3.921278427461329;A
P;ES612;2021;55697;ESTANCIA_MEDIA;3.5863325252549;A
P;ES613;2021;55698;ESTANCIA_MEDIA;2.2936614095954373;A
P;ES613;2021;55565;ESTANCIA_MEDIA;2.3799123810452194;A
P;ES613;2021;55697;ESTANCIA_MEDIA;1.959997936513817;A
P;ES614;2021;55698;ESTANCIA_MEDIA;2.5454713211315383;A
P;ES614;2021;55565;ESTANCIA_MEDIA;2.510112418963126;A
P;ES614;2021;55697;ESTANCIA_MEDIA;2.6962544567327607;A
P;ES615;2021;55698;ESTANCIA_MEDIA;4.655720449017926;A
P;ES615;2021;55565;ESTANCIA_MEDIA;4.628564055680735;A
P;ES615;2021;55697;ESTANCIA_MEDIA;5.279591762149137;A
P;ES616;2021;55698;ESTANCIA_MEDIA;2.523681900210039;A
P;ES616;2021;55565;ESTANCIA_MEDIA;2.546410436836095;A
P;ES616;2021;55697;ESTANCIA_MEDIA;1.9454107532219702;A
P;ES617;2021;55698;ESTANCIA_MEDIA;4.74196963704842;A
P;ES617;2021;55565;ESTANCIA_MEDIA;3.844138572399193;A
P;ES617;2021;55697;ESTANCIA_MEDIA;5.896043334640672;A
P;ES618;2021;55698;ESTANCIA_MEDIA;2.9972372097303834;A
P;ES618;2021;55565;ESTANCIA_MEDIA;2.8541089293981647;A
P;ES618;2021;55697;ESTANCIA_MEDIA;3.341729075077022;A
