D_EDCA_LUGDEF_0;D_MES_0;D_G102_0;D_SEXO_0;D_TEMPORAL_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
OTRO_LUGAR;55920;57731;3690;2020;3143;Defunciones;769.0;A
OTRO_LUGAR;55920;57731;3691;2020;3143;Defunciones;3014.0;A
OTRO_LUGAR;55920;583;3689;2020;3143;Defunciones;2259.0;A
OTRO_LUGAR;55920;583;3690;2020;3143;Defunciones;778.0;A
OTRO_LUGAR;55920;583;3691;2020;3143;Defunciones;3037.0;A
838409;55908;838410;3689;2020;3143;Defunciones;;A
838409;55908;838410;3690;2020;3143;Defunciones;;A
838409;55908;838410;3691;2020;3143;Defunciones;;A
838409;55908;838411;3689;2020;3143;Defunciones;;A
838409;55908;838411;3690;2020;3143;Defunciones;;A
838409;55908;838411;3691;2020;3143;Defunciones;;A
838409;55908;57731;3689;2020;3143;Defunciones;77.0;A
838409;55908;57731;3690;2020;3143;Defunciones;47.0;A
838409;55908;57731;3691;2020;3143;Defunciones;124.0;A
838409;55908;583;3689;2020;3143;Defunciones;77.0;A
838409;55908;583;3690;2020;3143;Defunciones;47.0;A
838409;55908;583;3691;2020;3143;Defunciones;124.0;A
838409;55909;838410;3689;2020;3143;Defunciones;;A
838409;55909;838410;3690;2020;3143;Defunciones;;A
838409;55909;838410;3691;2020;3143;Defunciones;;A
838409;55909;838411;3689;2020;3143;Defunciones;;A
838409;55909;838411;3690;2020;3143;Defunciones;;A
838409;55909;838411;3691;2020;3143;Defunciones;;A
838409;55909;57731;3689;2020;3143;Defunciones;98.0;A
838409;55909;57731;3690;2020;3143;Defunciones;73.0;A
838409;55909;57731;3691;2020;3143;Defunciones;171.0;A
838409;55909;583;3689;2020;3143;Defunciones;98.0;A
838409;55909;583;3690;2020;3143;Defunciones;73.0;A
838409;55909;583;3691;2020;3143;Defunciones;171.0;A
838409;55910;838410;3689;2020;3143;Defunciones;3.0;A
838409;55910;838410;3690;2020;3143;Defunciones;2.0;A
838409;55910;838410;3691;2020;3143;Defunciones;5.0;A
838409;55910;838411;3689;2020;3143;Defunciones;2.0;A
838409;55910;838411;3690;2020;3143;Defunciones;;A
838409;55910;838411;3691;2020;3143;Defunciones;2.0;A
838409;55910;57731;3689;2020;3143;Defunciones;62.0;A
838409;55910;57731;3690;2020;3143;Defunciones;32.0;A
838409;55910;57731;3691;2020;3143;Defunciones;94.0;A
838409;55910;583;3689;2020;3143;Defunciones;67.0;A
838409;55910;583;3690;2020;3143;Defunciones;34.0;A
838409;55910;583;3691;2020;3143;Defunciones;101.0;A
838409;55911;838410;3689;2020;3143;Defunciones;3.0;A
838409;55911;838410;3690;2020;3143;Defunciones;;A
838409;55911;838410;3691;2020;3143;Defunciones;3.0;A
838409;55911;838411;3689;2020;3143;Defunciones;;A
838409;55911;838411;3690;2020;3143;Defunciones;3.0;A
838409;55911;838411;3691;2020;3143;Defunciones;3.0;A
838409;55911;57731;3689;2020;3143;Defunciones;50.0;A
838409;55911;57731;3690;2020;3143;Defunciones;39.0;A
838409;55911;57731;3691;2020;3143;Defunciones;89.0;A
838409;55911;583;3689;2020;3143;Defunciones;53.0;A
838409;55911;583;3690;2020;3143;Defunciones;42.0;A
838409;55911;583;3691;2020;3143;Defunciones;95.0;A
838409;55912;838410;3689;2020;3143;Defunciones;;A
838409;55912;838410;3690;2020;3143;Defunciones;;A
838409;55912;838410;3691;2020;3143;Defunciones;;A
838409;55912;838411;3689;2020;3143;Defunciones;1.0;A
838409;55912;838411;3690;2020;3143;Defunciones;;A
838409;55912;838411;3691;2020;3143;Defunciones;1.0;A
838409;55912;57731;3689;2020;3143;Defunciones;44.0;A
838409;55912;57731;3690;2020;3143;Defunciones;34.0;A
838409;55912;57731;3691;2020;3143;Defunciones;78.0;A
838409;55912;583;3689;2020;3143;Defunciones;45.0;A
838409;55912;583;3690;2020;3143;Defunciones;34.0;A
838409;55912;583;3691;2020;3143;Defunciones;79.0;A
838409;55913;838410;3689;2020;3143;Defunciones;1.0;A
838409;55913;838410;3690;2020;3143;Defunciones;;A
838409;55913;838410;3691;2020;3143;Defunciones;1.0;A
838409;55913;838411;3689;2020;3143;Defunciones;;A
838409;55913;838411;3690;2020;3143;Defunciones;;A
838409;55913;838411;3691;2020;3143;Defunciones;;A
838409;55913;57731;3689;2020;3143;Defunciones;76.0;A
838409;55913;57731;3690;2020;3143;Defunciones;52.0;A
838409;55913;57731;3691;2020;3143;Defunciones;128.0;A
838409;55913;583;3689;2020;3143;Defunciones;77.0;A
838409;55913;583;3690;2020;3143;Defunciones;52.0;A
838409;55913;583;3691;2020;3143;Defunciones;129.0;A
838409;55914;838410;3689;2020;3143;Defunciones;;A
838409;55914;838410;3690;2020;3143;Defunciones;;A
838409;55914;838410;3691;2020;3143;Defunciones;;A
838409;55914;838411;3689;2020;3143;Defunciones;1.0;A
838409;55914;838411;3690;2020;3143;Defunciones;;A
838409;55914;838411;3691;2020;3143;Defunciones;1.0;A
838409;55914;57731;3689;2020;3143;Defunciones;46.0;A
838409;55914;57731;3690;2020;3143;Defunciones;40.0;A
838409;55914;57731;3691;2020;3143;Defunciones;86.0;A
838409;55914;583;3689;2020;3143;Defunciones;47.0;A
838409;55914;583;3690;2020;3143;Defunciones;40.0;A
838409;55914;583;3691;2020;3143;Defunciones;87.0;A
838409;55915;838410;3689;2020;3143;Defunciones;;A
838409;55915;838410;3690;2020;3143;Defunciones;1.0;A
838409;55915;838410;3691;2020;3143;Defunciones;1.0;A
838409;55915;838411;3689;2020;3143;Defunciones;;A
838409;55915;838411;3690;2020;3143;Defunciones;;A
838409;55915;838411;3691;2020;3143;Defunciones;;A
838409;55915;57731;3689;2020;3143;Defunciones;47.0;A
838409;55915;57731;3690;2020;3143;Defunciones;35.0;A
838409;55915;57731;3691;2020;3143;Defunciones;82.0;A
838409;55915;583;3689;2020;3143;Defunciones;47.0;A
838409;55915;583;3690;2020;3143;Defunciones;36.0;A
838409;55915;583;3691;2020;3143;Defunciones;83.0;A
838409;55916;838410;3689;2020;3143;Defunciones;;A
838409;55916;838410;3690;2020;3143;Defunciones;1.0;A
838409;55916;838410;3691;2020;3143;Defunciones;1.0;A
838409;55916;838411;3689;2020;3143;Defunciones;;A
838409;55916;838411;3690;2020;3143;Defunciones;;A
838409;55916;838411;3691;2020;3143;Defunciones;;A
838409;55916;57731;3689;2020;3143;Defunciones;38.0;A
838409;55916;57731;3690;2020;3143;Defunciones;25.0;A
838409;55916;57731;3691;2020;3143;Defunciones;63.0;A
838409;55916;583;3689;2020;3143;Defunciones;38.0;A
838409;55916;583;3690;2020;3143;Defunciones;26.0;A
838409;55916;583;3691;2020;3143;Defunciones;64.0;A
838409;55917;838410;3689;2020;3143;Defunciones;6.0;A
838409;55917;838410;3690;2020;3143;Defunciones;3.0;A
838409;55917;838410;3691;2020;3143;Defunciones;9.0;A
838409;55917;838411;3689;2020;3143;Defunciones;;A
838409;55917;838411;3690;2020;3143;Defunciones;;A
838409;55917;838411;3691;2020;3143;Defunciones;;A
838409;55917;57731;3689;2020;3143;Defunciones;31.0;A
838409;55917;57731;3690;2020;3143;Defunciones;28.0;A
838409;55917;57731;3691;2020;3143;Defunciones;59.0;A
838409;55917;583;3689;2020;3143;Defunciones;37.0;A
838409;55917;583;3690;2020;3143;Defunciones;31.0;A
838409;55917;583;3691;2020;3143;Defunciones;68.0;A
838409;55918;838410;3689;2020;3143;Defunciones;8.0;A
838409;55918;838410;3690;2020;3143;Defunciones;4.0;A
838409;55918;838410;3691;2020;3143;Defunciones;12.0;A
838409;55918;838411;3689;2020;3143;Defunciones;;A
838409;55918;838411;3690;2020;3143;Defunciones;;A
838409;55918;838411;3691;2020;3143;Defunciones;;A
838409;55918;57731;3689;2020;3143;Defunciones;31.0;A
838409;55918;57731;3690;2020;3143;Defunciones;31.0;A
838409;55918;57731;3691;2020;3143;Defunciones;62.0;A
838409;55918;583;3689;2020;3143;Defunciones;39.0;A
838409;55918;583;3690;2020;3143;Defunciones;35.0;A
838409;55918;583;3691;2020;3143;Defunciones;74.0;A
838409;55919;838410;3689;2020;3143;Defunciones;2.0;A
838409;55919;838410;3690;2020;3143;Defunciones;4.0;A
838409;55919;838410;3691;2020;3143;Defunciones;6.0;A
838409;55919;838411;3689;2020;3143;Defunciones;;A
838409;55919;838411;3690;2020;3143;Defunciones;;A
838409;55919;838411;3691;2020;3143;Defunciones;;A
838409;55919;57731;3689;2020;3143;Defunciones;48.0;A
838409;55919;57731;3690;2020;3143;Defunciones;30.0;A
838409;55919;57731;3691;2020;3143;Defunciones;78.0;A
838409;55919;583;3689;2020;3143;Defunciones;50.0;A
838409;55919;583;3690;2020;3143;Defunciones;34.0;A
838409;55919;583;3691;2020;3143;Defunciones;84.0;A
838409;55920;838410;3689;2020;3143;Defunciones;23.0;A
838409;55920;838410;3690;2020;3143;Defunciones;15.0;A
838409;55920;838410;3691;2020;3143;Defunciones;38.0;A
838409;55920;838411;3689;2020;3143;Defunciones;4.0;A
838409;55920;838411;3690;2020;3143;Defunciones;3.0;A
838409;55920;838411;3691;2020;3143;Defunciones;7.0;A
838409;55920;57731;3689;2020;3143;Defunciones;648.0;A
838409;55920;57731;3690;2020;3143;Defunciones;466.0;A
838409;55920;57731;3691;2020;3143;Defunciones;1114.0;A
838409;55920;583;3689;2020;3143;Defunciones;675.0;A
838409;55920;583;3690;2020;3143;Defunciones;484.0;A
838409;55920;583;3691;2020;3143;Defunciones;1159.0;A
838403;55908;838410;3689;2020;3143;Defunciones;;A
838403;55908;838410;3690;2020;3143;Defunciones;;A
838403;55908;838410;3691;2020;3143;Defunciones;;A
838403;55908;838411;3689;2020;3143;Defunciones;;A
838403;55908;838411;3690;2020;3143;Defunciones;;A
838403;55908;838411;3691;2020;3143;Defunciones;;A
838403;55908;57731;3689;2020;3143;Defunciones;3923.0;A
838403;55908;57731;3690;2020;3143;Defunciones;3725.0;A
838403;55908;57731;3691;2020;3143;Defunciones;7648.0;A
838403;55908;583;3689;2020;3143;Defunciones;3923.0;A
838403;55908;583;3690;2020;3143;Defunciones;3725.0;A
838403;55908;583;3691;2020;3143;Defunciones;7648.0;A
838403;55909;838410;3689;2020;3143;Defunciones;;A
838403;55909;838410;3690;2020;3143;Defunciones;;A
838403;55909;838410;3691;2020;3143;Defunciones;;A
838403;55909;838411;3689;2020;3143;Defunciones;;A
838403;55909;838411;3690;2020;3143;Defunciones;;A
838403;55909;838411;3691;2020;3143;Defunciones;;A
838403;55909;57731;3689;2020;3143;Defunciones;3219.0;A
838403;55909;57731;3690;2020;3143;Defunciones;3162.0;A
838403;55909;57731;3691;2020;3143;Defunciones;6381.0;A
838403;55909;583;3689;2020;3143;Defunciones;3219.0;A
838403;55909;583;3690;2020;3143;Defunciones;3162.0;A
838403;55909;583;3691;2020;3143;Defunciones;6381.0;A
838403;55910;838410;3689;2020;3143;Defunciones;255.0;A
838403;55910;838410;3690;2020;3143;Defunciones;204.0;A
838403;55910;838410;3691;2020;3143;Defunciones;459.0;A
838403;55910;838411;3689;2020;3143;Defunciones;66.0;A
838403;55910;838411;3690;2020;3143;Defunciones;74.0;A
838403;55910;838411;3691;2020;3143;Defunciones;140.0;A
838403;55910;57731;3689;2020;3143;Defunciones;3304.0;A
838403;55910;57731;3690;2020;3143;Defunciones;3193.0;A
838403;55910;57731;3691;2020;3143;Defunciones;6497.0;A
838403;55910;583;3689;2020;3143;Defunciones;3625.0;A
838403;55910;583;3690;2020;3143;Defunciones;3471.0;A
838403;55910;583;3691;2020;3143;Defunciones;7096.0;A
838403;55911;838410;3689;2020;3143;Defunciones;444.0;A
838403;55911;838410;3690;2020;3143;Defunciones;413.0;A
838403;55911;838410;3691;2020;3143;Defunciones;857.0;A
838403;55911;838411;3689;2020;3143;Defunciones;167.0;A
838403;55911;838411;3690;2020;3143;Defunciones;180.0;A
838403;55911;838411;3691;2020;3143;Defunciones;347.0;A
838403;55911;57731;3689;2020;3143;Defunciones;2722.0;A
838403;55911;57731;3690;2020;3143;Defunciones;2770.0;A
838403;55911;57731;3691;2020;3143;Defunciones;5492.0;A
838403;55911;583;3689;2020;3143;Defunciones;3333.0;A
838403;55911;583;3690;2020;3143;Defunciones;3363.0;A
838403;55911;583;3691;2020;3143;Defunciones;6696.0;A
838403;55912;838410;3689;2020;3143;Defunciones;51.0;A
838403;55912;838410;3690;2020;3143;Defunciones;58.0;A
838403;55912;838410;3691;2020;3143;Defunciones;109.0;A
838403;55912;838411;3689;2020;3143;Defunciones;36.0;A
838403;55912;838411;3690;2020;3143;Defunciones;36.0;A
838403;55912;838411;3691;2020;3143;Defunciones;72.0;A
838403;55912;57731;3689;2020;3143;Defunciones;2836.0;A
838403;55912;57731;3690;2020;3143;Defunciones;2705.0;A
838403;55912;57731;3691;2020;3143;Defunciones;5541.0;A
838403;55912;583;3689;2020;3143;Defunciones;2923.0;A
838403;55912;583;3690;2020;3143;Defunciones;2799.0;A
838403;55912;583;3691;2020;3143;Defunciones;5722.0;A
838403;55913;838410;3689;2020;3143;Defunciones;17.0;A
838403;55913;838410;3690;2020;3143;Defunciones;3.0;A
838403;55913;838410;3691;2020;3143;Defunciones;20.0;A
838403;55913;838411;3689;2020;3143;Defunciones;7.0;A
838403;55913;838411;3690;2020;3143;Defunciones;5.0;A
838403;55913;838411;3691;2020;3143;Defunciones;12.0;A
838403;55913;57731;3689;2020;3143;Defunciones;2697.0;A
838403;55913;57731;3690;2020;3143;Defunciones;2496.0;A
838403;55913;57731;3691;2020;3143;Defunciones;5193.0;A
838403;55913;583;3689;2020;3143;Defunciones;2721.0;A
838403;55913;583;3690;2020;3143;Defunciones;2504.0;A
838403;55913;583;3691;2020;3143;Defunciones;5225.0;A
838403;55914;838410;3689;2020;3143;Defunciones;5.0;A
838403;55914;838410;3690;2020;3143;Defunciones;1.0;A
838403;55914;838410;3691;2020;3143;Defunciones;6.0;A
838403;55914;838411;3689;2020;3143;Defunciones;9.0;A
838403;55914;838411;3690;2020;3143;Defunciones;8.0;A
838403;55914;838411;3691;2020;3143;Defunciones;17.0;A
838403;55914;57731;3689;2020;3143;Defunciones;3127.0;A
838403;55914;57731;3690;2020;3143;Defunciones;2957.0;A
838403;55914;57731;3691;2020;3143;Defunciones;6084.0;A
838403;55914;583;3689;2020;3143;Defunciones;3141.0;A
838403;55914;583;3690;2020;3143;Defunciones;2966.0;A
838403;55914;583;3691;2020;3143;Defunciones;6107.0;A
838403;55915;838410;3689;2020;3143;Defunciones;39.0;A
838403;55915;838410;3690;2020;3143;Defunciones;27.0;A
838403;55915;838410;3691;2020;3143;Defunciones;66.0;A
838403;55915;838411;3689;2020;3143;Defunciones;15.0;A
838403;55915;838411;3690;2020;3143;Defunciones;11.0;A
838403;55915;838411;3691;2020;3143;Defunciones;26.0;A
838403;55915;57731;3689;2020;3143;Defunciones;3001.0;A
838403;55915;57731;3690;2020;3143;Defunciones;2933.0;A
838403;55915;57731;3691;2020;3143;Defunciones;5934.0;A
838403;55915;583;3689;2020;3143;Defunciones;3055.0;A
838403;55915;583;3690;2020;3143;Defunciones;2971.0;A
838403;55915;583;3691;2020;3143;Defunciones;6026.0;A
838403;55916;838410;3689;2020;3143;Defunciones;227.0;A
838403;55916;838410;3690;2020;3143;Defunciones;189.0;A
838403;55916;838410;3691;2020;3143;Defunciones;416.0;A
838403;55916;838411;3689;2020;3143;Defunciones;11.0;A
838403;55916;838411;3690;2020;3143;Defunciones;14.0;A
838403;55916;838411;3691;2020;3143;Defunciones;25.0;A
838403;55916;57731;3689;2020;3143;Defunciones;2730.0;A
838403;55916;57731;3690;2020;3143;Defunciones;2578.0;A
838403;55916;57731;3691;2020;3143;Defunciones;5308.0;A
838403;55916;583;3689;2020;3143;Defunciones;2968.0;A
838403;55916;583;3690;2020;3143;Defunciones;2781.0;A
838403;55916;583;3691;2020;3143;Defunciones;5749.0;A
838403;55917;838410;3689;2020;3143;Defunciones;558.0;A
838403;55917;838410;3690;2020;3143;Defunciones;505.0;A
838403;55917;838410;3691;2020;3143;Defunciones;1063.0;A
838403;55917;838411;3689;2020;3143;Defunciones;10.0;A
838403;55917;838411;3690;2020;3143;Defunciones;8.0;A
838403;55917;838411;3691;2020;3143;Defunciones;18.0;A
838403;55917;57731;3689;2020;3143;Defunciones;3008.0;A
838403;55917;57731;3690;2020;3143;Defunciones;2809.0;A
838403;55917;57731;3691;2020;3143;Defunciones;5817.0;A
838403;55917;583;3689;2020;3143;Defunciones;3576.0;A
838403;55917;583;3690;2020;3143;Defunciones;3322.0;A
838403;55917;583;3691;2020;3143;Defunciones;6898.0;A
838403;55918;838410;3689;2020;3143;Defunciones;1113.0;A
838403;55918;838410;3690;2020;3143;Defunciones;903.0;A
838403;55918;838410;3691;2020;3143;Defunciones;2016.0;A
838403;55918;838411;3689;2020;3143;Defunciones;18.0;A
838403;55918;838411;3690;2020;3143;Defunciones;13.0;A
838403;55918;838411;3691;2020;3143;Defunciones;31.0;A
838403;55918;57731;3689;2020;3143;Defunciones;2962.0;A
838403;55918;57731;3690;2020;3143;Defunciones;2788.0;A
838403;55918;57731;3691;2020;3143;Defunciones;5750.0;A
838403;55918;583;3689;2020;3143;Defunciones;4093.0;A
838403;55918;583;3690;2020;3143;Defunciones;3704.0;A
838403;55918;583;3691;2020;3143;Defunciones;7797.0;A
838403;55919;838410;3689;2020;3143;Defunciones;456.0;A
838403;55919;838410;3690;2020;3143;Defunciones;347.0;A
838403;55919;838410;3691;2020;3143;Defunciones;803.0;A
838403;55919;838411;3689;2020;3143;Defunciones;16.0;A
838403;55919;838411;3690;2020;3143;Defunciones;6.0;A
838403;55919;838411;3691;2020;3143;Defunciones;22.0;A
838403;55919;57731;3689;2020;3143;Defunciones;3231.0;A
838403;55919;57731;3690;2020;3143;Defunciones;3060.0;A
838403;55919;57731;3691;2020;3143;Defunciones;6291.0;A
838403;55919;583;3689;2020;3143;Defunciones;3703.0;A
838403;55919;583;3690;2020;3143;Defunciones;3413.0;A
838403;55919;583;3691;2020;3143;Defunciones;7116.0;A
838403;55920;838410;3689;2020;3143;Defunciones;3165.0;A
838403;55920;838410;3690;2020;3143;Defunciones;2650.0;A
838403;55920;838410;3691;2020;3143;Defunciones;5815.0;A
838403;55920;838411;3689;2020;3143;Defunciones;355.0;A
838403;55920;838411;3690;2020;3143;Defunciones;355.0;A
838403;55920;838411;3691;2020;3143;Defunciones;710.0;A
838403;55920;57731;3689;2020;3143;Defunciones;36760.0;A
838403;55920;57731;3690;2020;3143;Defunciones;35176.0;A
838403;55920;57731;3691;2020;3143;Defunciones;71936.0;A
838403;55920;583;3689;2020;3143;Defunciones;40280.0;A
838403;55920;583;3690;2020;3143;Defunciones;38181.0;A
838403;55920;583;3691;2020;3143;Defunciones;78461.0;A
