TEMPORAL;CNAE09;TIPO_PERSONAL;SEXO;TERRITORIO;TIPO_EMPRESA;TIPO_ESTAB;ESTUDIOS;INDICATOR;OBS_VALUE;FREQ
2008;7859;215154;_T;ES61;215124;213227;_Z;PERSONAS;382.25432783;A
2008;7859;215154;M;ES61;215124;213227;_Z;PERSONAS;231.693225936;A
2008;7859;215154;F;ES61;215124;213227;_Z;PERSONAS;150.561101894;A
2008;7859;215155;_T;ES61;215124;213227;_Z;PERSONAS;167.04178327;A
2008;7859;215155;M;ES61;215124;213227;_Z;PERSONAS;98.539314435;A
2008;7859;215155;F;ES61;215124;213227;_Z;PERSONAS;68.502468835;A
2008;7859;215156;_T;ES61;215124;213227;_Z;PERSONAS;101.780779002;A
2008;7859;215156;M;ES61;215124;213227;_Z;PERSONAS;67.590988111;A
2008;7859;215156;F;ES61;215124;213227;_Z;PERSONAS;34.189790891;A
2008;7859;215157;_T;ES61;215124;213227;_Z;PERSONAS;113.431765558;A
2008;7859;215157;M;ES61;215124;213227;_Z;PERSONAS;65.56292339;A
2008;7859;215157;F;ES61;215124;213227;_Z;PERSONAS;47.868842168;A
2008;7958;215154;_T;ES61;215124;213227;_Z;PERSONAS;29.911538463;A
2008;7958;215154;M;ES61;215124;213227;_Z;PERSONAS;21.007692309;A
2008;7958;215154;F;ES61;215124;213227;_Z;PERSONAS;8.903846154;A
2008;7958;215155;_T;ES61;215124;213227;_Z;PERSONAS;18.180769231;A
2008;7958;215155;M;ES61;215124;213227;_Z;PERSONAS;14.642307693;A
2008;7958;215155;F;ES61;215124;213227;_Z;PERSONAS;3.538461538;A
2008;7958;215156;_T;ES61;215124;213227;_Z;PERSONAS;7.500000001;A
2008;7958;215156;M;ES61;215124;213227;_Z;PERSONAS;6.365384616;A
2008;7958;215156;F;ES61;215124;213227;_Z;PERSONAS;1.134615385;A
2008;7958;215157;_T;ES61;215124;213227;_Z;PERSONAS;4.230769231;A
2008;7958;215157;M;ES61;215124;213227;_Z;PERSONAS;0.0;A
2008;7958;215157;F;ES61;215124;213227;_Z;PERSONAS;4.230769231;A
2008;7888;215154;_T;ES61;215124;213227;_Z;PERSONAS;9.018952064;A
2008;7888;215154;M;ES61;215124;213227;_Z;PERSONAS;6.84503902;A
2008;7888;215154;F;ES61;215124;213227;_Z;PERSONAS;2.173913044;A
2008;7888;215155;_T;ES61;215124;213227;_Z;PERSONAS;6.84503902;A
2008;7888;215155;M;ES61;215124;213227;_Z;PERSONAS;5.758082498;A
2008;7888;215155;F;ES61;215124;213227;_Z;PERSONAS;1.086956522;A
2008;7888;215156;_T;ES61;215124;213227;_Z;PERSONAS;2.173913044;A
2008;7888;215156;M;ES61;215124;213227;_Z;PERSONAS;1.086956522;A
2008;7888;215156;F;ES61;215124;213227;_Z;PERSONAS;1.086956522;A
2008;7888;215157;_T;ES61;215124;213227;_Z;PERSONAS;0.0;A
2008;7888;215157;M;ES61;215124;213227;_Z;PERSONAS;0.0;A
2008;7888;215157;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2008;8031;215154;_T;ES61;215124;213227;_Z;PERSONAS;1033.148053973;A
2008;8031;215154;M;ES61;215124;213227;_Z;PERSONAS;795.584852465;A
2008;8031;215154;F;ES61;215124;213227;_Z;PERSONAS;237.563201508;A
2008;8031;215155;_T;ES61;215124;213227;_Z;PERSONAS;385.127540783;A
2008;8031;215155;M;ES61;215124;213227;_Z;PERSONAS;310.803895021;A
2008;8031;215155;F;ES61;215124;213227;_Z;PERSONAS;74.323645762;A
2008;8031;215156;_T;ES61;215124;213227;_Z;PERSONAS;599.180515202;A
2008;8031;215156;M;ES61;215124;213227;_Z;PERSONAS;459.496586259;A
2008;8031;215156;F;ES61;215124;213227;_Z;PERSONAS;139.683928943;A
2008;8031;215157;_T;ES61;215124;213227;_Z;PERSONAS;48.839997988;A
2008;8031;215157;M;ES61;215124;213227;_Z;PERSONAS;25.284371185;A
2008;8031;215157;F;ES61;215124;213227;_Z;PERSONAS;23.555626803;A
2008;8080;215154;_T;ES61;215124;213227;_Z;PERSONAS;71.219641745;A
2008;8080;215154;M;ES61;215124;213227;_Z;PERSONAS;47.709417226;A
2008;8080;215154;F;ES61;215124;213227;_Z;PERSONAS;23.510224519;A
2008;8080;215155;_T;ES61;215124;213227;_Z;PERSONAS;18.746698003;A
2008;8080;215155;M;ES61;215124;213227;_Z;PERSONAS;13.583034338;A
2008;8080;215155;F;ES61;215124;213227;_Z;PERSONAS;5.163663665;A
2008;8080;215156;_T;ES61;215124;213227;_Z;PERSONAS;41.269240033;A
2008;8080;215156;M;ES61;215124;213227;_Z;PERSONAS;30.052308812;A
2008;8080;215156;F;ES61;215124;213227;_Z;PERSONAS;11.216931221;A
2008;8080;215157;_T;ES61;215124;213227;_Z;PERSONAS;11.203703709;A
2008;8080;215157;M;ES61;215124;213227;_Z;PERSONAS;4.074074076;A
2008;8080;215157;F;ES61;215124;213227;_Z;PERSONAS;7.129629633;A
2008;8165;215154;_T;ES61;215124;213227;_Z;PERSONAS;2436.64396811;A
2008;8165;215154;M;ES61;215124;213227;_Z;PERSONAS;1549.79608816;A
2008;8165;215154;F;ES61;215124;213227;_Z;PERSONAS;886.84787995;A
2008;8165;215155;_T;ES61;215124;213227;_Z;PERSONAS;1272.513257724;A
2008;8165;215155;M;ES61;215124;213227;_Z;PERSONAS;840.282428555;A
2008;8165;215155;F;ES61;215124;213227;_Z;PERSONAS;432.230829169;A
2008;8165;215156;_T;ES61;215124;213227;_Z;PERSONAS;762.117139109;A
2008;8165;215156;M;ES61;215124;213227;_Z;PERSONAS;480.43412686;A
2008;8165;215156;F;ES61;215124;213227;_Z;PERSONAS;281.683012249;A
2008;8165;215157;_T;ES61;215124;213227;_Z;PERSONAS;402.013571277;A
2008;8165;215157;M;ES61;215124;213227;_Z;PERSONAS;229.079532745;A
2008;8165;215157;F;ES61;215124;213227;_Z;PERSONAS;172.934038532;A
2008;8255;215154;_T;ES61;215124;213227;_Z;PERSONAS;63.112375987;A
2008;8255;215154;M;ES61;215124;213227;_Z;PERSONAS;42.919413022;A
2008;8255;215154;F;ES61;215124;213227;_Z;PERSONAS;20.192962965;A
2008;8255;215155;_T;ES61;215124;213227;_Z;PERSONAS;46.552114636;A
2008;8255;215155;M;ES61;215124;213227;_Z;PERSONAS;31.598533911;A
2008;8255;215155;F;ES61;215124;213227;_Z;PERSONAS;14.953580725;A
2008;8255;215156;_T;ES61;215124;213227;_Z;PERSONAS;15.440570231;A
2008;8255;215156;M;ES61;215124;213227;_Z;PERSONAS;10.201187991;A
2008;8255;215156;F;ES61;215124;213227;_Z;PERSONAS;5.23938224;A
2008;8255;215157;_T;ES61;215124;213227;_Z;PERSONAS;1.11969112;A
2008;8255;215157;M;ES61;215124;213227;_Z;PERSONAS;1.11969112;A
2008;8255;215157;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2008;8345;215154;_T;ES61;215124;213227;_Z;PERSONAS;186.666565325;A
2008;8345;215154;M;ES61;215124;213227;_Z;PERSONAS;88.17134574;A
2008;8345;215154;F;ES61;215124;213227;_Z;PERSONAS;98.495219585;A
2008;8345;215155;_T;ES61;215124;213227;_Z;PERSONAS;106.761006885;A
2008;8345;215155;M;ES61;215124;213227;_Z;PERSONAS;65.333584952;A
2008;8345;215155;F;ES61;215124;213227;_Z;PERSONAS;41.427421933;A
2008;8345;215156;_T;ES61;215124;213227;_Z;PERSONAS;53.411974561;A
2008;8345;215156;M;ES61;215124;213227;_Z;PERSONAS;12.673722368;A
2008;8345;215156;F;ES61;215124;213227;_Z;PERSONAS;40.738252193;A
2008;8345;215157;_T;ES61;215124;213227;_Z;PERSONAS;26.493583879;A
2008;8345;215157;M;ES61;215124;213227;_Z;PERSONAS;10.16403842;A
2008;8345;215157;F;ES61;215124;213227;_Z;PERSONAS;16.329545459;A
2008;8385;215154;_T;ES61;215124;213227;_Z;PERSONAS;24.827931656;A
2008;8385;215154;M;ES61;215124;213227;_Z;PERSONAS;18.497978561;A
2008;8385;215154;F;ES61;215124;213227;_Z;PERSONAS;6.329953095;A
2008;8385;215155;_T;ES61;215124;213227;_Z;PERSONAS;12.609839181;A
2008;8385;215155;M;ES61;215124;213227;_Z;PERSONAS;6.279886086;A
2008;8385;215155;F;ES61;215124;213227;_Z;PERSONAS;6.329953095;A
2008;8385;215156;_T;ES61;215124;213227;_Z;PERSONAS;12.218092475;A
2008;8385;215156;M;ES61;215124;213227;_Z;PERSONAS;12.218092475;A
2008;8385;215156;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2008;8385;215157;_T;ES61;215124;213227;_Z;PERSONAS;0.0;A
2008;8385;215157;M;ES61;215124;213227;_Z;PERSONAS;0.0;A
2008;8385;215157;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2008;8426;215154;_T;ES61;215124;213227;_Z;PERSONAS;230.379927304;A
2008;8426;215154;M;ES61;215124;213227;_Z;PERSONAS;105.827889728;A
2008;8426;215154;F;ES61;215124;213227;_Z;PERSONAS;124.552037576;A
2008;8426;215155;_T;ES61;215124;213227;_Z;PERSONAS;145.97836247;A
2008;8426;215155;M;ES61;215124;213227;_Z;PERSONAS;73.53851653;A
2008;8426;215155;F;ES61;215124;213227;_Z;PERSONAS;72.43984594;A
2008;8426;215156;_T;ES61;215124;213227;_Z;PERSONAS;56.913297616;A
2008;8426;215156;M;ES61;215124;213227;_Z;PERSONAS;26.695385954;A
2008;8426;215156;F;ES61;215124;213227;_Z;PERSONAS;30.217911662;A
2008;8426;215157;_T;ES61;215124;213227;_Z;PERSONAS;27.488267218;A
2008;8426;215157;M;ES61;215124;213227;_Z;PERSONAS;5.593987244;A
2008;8426;215157;F;ES61;215124;213227;_Z;PERSONAS;21.894279974;A
2009;7859;215154;_T;ES61;215124;213227;_Z;PERSONAS;207.369799495;A
2009;7859;215154;M;ES61;215124;213227;_Z;PERSONAS;149.379353069;A
2009;7859;215154;F;ES61;215124;213227;_Z;PERSONAS;57.990446426;A
2009;7859;215155;_T;ES61;215124;213227;_Z;PERSONAS;86.199051868;A
2009;7859;215155;M;ES61;215124;213227;_Z;PERSONAS;61.988198932;A
2009;7859;215155;F;ES61;215124;213227;_Z;PERSONAS;24.210852936;A
2009;7859;215156;_T;ES61;215124;213227;_Z;PERSONAS;60.501189154;A
2009;7859;215156;M;ES61;215124;213227;_Z;PERSONAS;42.083113889;A
2009;7859;215156;F;ES61;215124;213227;_Z;PERSONAS;18.418075265;A
2009;7859;215157;_T;ES61;215124;213227;_Z;PERSONAS;60.669558473;A
2009;7859;215157;M;ES61;215124;213227;_Z;PERSONAS;45.308040248;A
2009;7859;215157;F;ES61;215124;213227;_Z;PERSONAS;15.361518225;A
2009;7958;215154;_T;ES61;215124;213227;_Z;PERSONAS;47.950866847;A
2009;7958;215154;M;ES61;215124;213227;_Z;PERSONAS;35.670745925;A
2009;7958;215154;F;ES61;215124;213227;_Z;PERSONAS;12.280120922;A
2009;7958;215155;_T;ES61;215124;213227;_Z;PERSONAS;22.402280014;A
2009;7958;215155;M;ES61;215124;213227;_Z;PERSONAS;17.325575468;A
2009;7958;215155;F;ES61;215124;213227;_Z;PERSONAS;5.076704546;A
2009;7958;215156;_T;ES61;215124;213227;_Z;PERSONAS;17.33664773;A
2009;7958;215156;M;ES61;215124;213227;_Z;PERSONAS;15.298295457;A
2009;7958;215156;F;ES61;215124;213227;_Z;PERSONAS;2.038352273;A
2009;7958;215157;_T;ES61;215124;213227;_Z;PERSONAS;8.211939103;A
2009;7958;215157;M;ES61;215124;213227;_Z;PERSONAS;3.046875;A
2009;7958;215157;F;ES61;215124;213227;_Z;PERSONAS;5.165064103;A
2009;7888;215154;_T;ES61;215124;213227;_Z;PERSONAS;55.239202658;A
2009;7888;215154;M;ES61;215124;213227;_Z;PERSONAS;55.239202658;A
2009;7888;215154;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2009;7888;215155;_T;ES61;215124;213227;_Z;PERSONAS;28.762458472;A
2009;7888;215155;M;ES61;215124;213227;_Z;PERSONAS;28.762458472;A
2009;7888;215155;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2009;7888;215156;_T;ES61;215124;213227;_Z;PERSONAS;26.476744186;A
2009;7888;215156;M;ES61;215124;213227;_Z;PERSONAS;26.476744186;A
2009;7888;215156;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2009;7888;215157;_T;ES61;215124;213227;_Z;PERSONAS;0.0;A
2009;7888;215157;M;ES61;215124;213227;_Z;PERSONAS;0.0;A
2009;7888;215157;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2009;8031;215154;_T;ES61;215124;213227;_Z;PERSONAS;1295.812532458;A
2009;8031;215154;M;ES61;215124;213227;_Z;PERSONAS;1037.941132586;A
2009;8031;215154;F;ES61;215124;213227;_Z;PERSONAS;257.871399872;A
2009;8031;215155;_T;ES61;215124;213227;_Z;PERSONAS;506.371718642;A
2009;8031;215155;M;ES61;215124;213227;_Z;PERSONAS;425.035507969;A
2009;8031;215155;F;ES61;215124;213227;_Z;PERSONAS;81.336210673;A
2009;8031;215156;_T;ES61;215124;213227;_Z;PERSONAS;694.729789206;A
2009;8031;215156;M;ES61;215124;213227;_Z;PERSONAS;551.963228722;A
2009;8031;215156;F;ES61;215124;213227;_Z;PERSONAS;142.766560484;A
2009;8031;215157;_T;ES61;215124;213227;_Z;PERSONAS;94.71102461;A
2009;8031;215157;M;ES61;215124;213227;_Z;PERSONAS;60.942395895;A
2009;8031;215157;F;ES61;215124;213227;_Z;PERSONAS;33.768628715;A
2009;8080;215154;_T;ES61;215124;213227;_Z;PERSONAS;39.2935669;A
2009;8080;215154;M;ES61;215124;213227;_Z;PERSONAS;27.964059198;A
2009;8080;215154;F;ES61;215124;213227;_Z;PERSONAS;11.329507702;A
2009;8080;215155;_T;ES61;215124;213227;_Z;PERSONAS;14.40742978;A
2009;8080;215155;M;ES61;215124;213227;_Z;PERSONAS;9.27755965;A
2009;8080;215155;F;ES61;215124;213227;_Z;PERSONAS;5.12987013;A
2009;8080;215156;_T;ES61;215124;213227;_Z;PERSONAS;18.730292964;A
2009;8080;215156;M;ES61;215124;213227;_Z;PERSONAS;14.582603444;A
2009;8080;215156;F;ES61;215124;213227;_Z;PERSONAS;4.14768952;A
2009;8080;215157;_T;ES61;215124;213227;_Z;PERSONAS;6.155844156;A
2009;8080;215157;M;ES61;215124;213227;_Z;PERSONAS;4.103896104;A
2009;8080;215157;F;ES61;215124;213227;_Z;PERSONAS;2.051948052;A
2009;8165;215154;_T;ES61;215124;213227;_Z;PERSONAS;2775.858932071;A
2009;8165;215154;M;ES61;215124;213227;_Z;PERSONAS;1687.910955843;A
2009;8165;215154;F;ES61;215124;213227;_Z;PERSONAS;1087.947976228;A
2009;8165;215155;_T;ES61;215124;213227;_Z;PERSONAS;1342.199299528;A
2009;8165;215155;M;ES61;215124;213227;_Z;PERSONAS;874.616597321;A
2009;8165;215155;F;ES61;215124;213227;_Z;PERSONAS;467.582702207;A
2009;8165;215156;_T;ES61;215124;213227;_Z;PERSONAS;953.515193761;A
2009;8165;215156;M;ES61;215124;213227;_Z;PERSONAS;583.872688112;A
2009;8165;215156;F;ES61;215124;213227;_Z;PERSONAS;369.642505649;A
2009;8165;215157;_T;ES61;215124;213227;_Z;PERSONAS;480.144438782;A
2009;8165;215157;M;ES61;215124;213227;_Z;PERSONAS;229.42167041;A
2009;8165;215157;F;ES61;215124;213227;_Z;PERSONAS;250.722768372;A
2009;8255;215154;_T;ES61;215124;213227;_Z;PERSONAS;147.60748276;A
2009;8255;215154;M;ES61;215124;213227;_Z;PERSONAS;92.697310611;A
2009;8255;215154;F;ES61;215124;213227;_Z;PERSONAS;54.910172149;A
2009;8255;215155;_T;ES61;215124;213227;_Z;PERSONAS;94.454232489;A
2009;8255;215155;M;ES61;215124;213227;_Z;PERSONAS;68.69636232;A
2009;8255;215155;F;ES61;215124;213227;_Z;PERSONAS;25.757870169;A
2009;8255;215156;_T;ES61;215124;213227;_Z;PERSONAS;45.263244083;A
2009;8255;215156;M;ES61;215124;213227;_Z;PERSONAS;17.214902499;A
2009;8255;215156;F;ES61;215124;213227;_Z;PERSONAS;28.048341584;A
2009;8255;215157;_T;ES61;215124;213227;_Z;PERSONAS;7.890006188;A
2009;8255;215157;M;ES61;215124;213227;_Z;PERSONAS;6.786045792;A
2009;8255;215157;F;ES61;215124;213227;_Z;PERSONAS;1.103960396;A
2009;8345;215154;_T;ES61;215124;213227;_Z;PERSONAS;253.751119296;A
2009;8345;215154;M;ES61;215124;213227;_Z;PERSONAS;115.73151203;A
2009;8345;215154;F;ES61;215124;213227;_Z;PERSONAS;138.019607266;A
2009;8345;215155;_T;ES61;215124;213227;_Z;PERSONAS;188.318657615;A
2009;8345;215155;M;ES61;215124;213227;_Z;PERSONAS;85.77127257;A
2009;8345;215155;F;ES61;215124;213227;_Z;PERSONAS;102.547385045;A
2009;8345;215156;_T;ES61;215124;213227;_Z;PERSONAS;50.726906126;A
2009;8345;215156;M;ES61;215124;213227;_Z;PERSONAS;27.96023946;A
2009;8345;215156;F;ES61;215124;213227;_Z;PERSONAS;22.766666666;A
2009;8345;215157;_T;ES61;215124;213227;_Z;PERSONAS;14.705555555;A
2009;8345;215157;M;ES61;215124;213227;_Z;PERSONAS;2.0;A
2009;8345;215157;F;ES61;215124;213227;_Z;PERSONAS;12.705555555;A
2009;8385;215154;_T;ES61;215124;213227;_Z;PERSONAS;19.555555555;A
2009;8385;215154;M;ES61;215124;213227;_Z;PERSONAS;14.222222222;A
2009;8385;215154;F;ES61;215124;213227;_Z;PERSONAS;5.333333333;A
2009;8385;215155;_T;ES61;215124;213227;_Z;PERSONAS;10.555555555;A
2009;8385;215155;M;ES61;215124;213227;_Z;PERSONAS;7.222222222;A
2009;8385;215155;F;ES61;215124;213227;_Z;PERSONAS;3.333333333;A
2009;8385;215156;_T;ES61;215124;213227;_Z;PERSONAS;9.0;A
2009;8385;215156;M;ES61;215124;213227;_Z;PERSONAS;7.0;A
2009;8385;215156;F;ES61;215124;213227;_Z;PERSONAS;2.0;A
2009;8385;215157;_T;ES61;215124;213227;_Z;PERSONAS;0.0;A
2009;8385;215157;M;ES61;215124;213227;_Z;PERSONAS;0.0;A
2009;8385;215157;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2009;8426;215154;_T;ES61;215124;213227;_Z;PERSONAS;145.807663756;A
2009;8426;215154;M;ES61;215124;213227;_Z;PERSONAS;82.923488142;A
2009;8426;215154;F;ES61;215124;213227;_Z;PERSONAS;62.884175614;A
2009;8426;215155;_T;ES61;215124;213227;_Z;PERSONAS;66.818611959;A
2009;8426;215155;M;ES61;215124;213227;_Z;PERSONAS;37.229231385;A
2009;8426;215155;F;ES61;215124;213227;_Z;PERSONAS;29.589380574;A
2009;8426;215156;_T;ES61;215124;213227;_Z;PERSONAS;69.855461064;A
2009;8426;215156;M;ES61;215124;213227;_Z;PERSONAS;44.694256757;A
2009;8426;215156;F;ES61;215124;213227;_Z;PERSONAS;25.161204307;A
2009;8426;215157;_T;ES61;215124;213227;_Z;PERSONAS;9.133590733;A
2009;8426;215157;M;ES61;215124;213227;_Z;PERSONAS;1.0;A
2009;8426;215157;F;ES61;215124;213227;_Z;PERSONAS;8.133590733;A
2010;7859;215154;_T;ES61;215124;213227;_Z;PERSONAS;353.05786183;A
2010;7859;215154;M;ES61;215124;213227;_Z;PERSONAS;231.214504472;A
2010;7859;215154;F;ES61;215124;213227;_Z;PERSONAS;121.843357358;A
2010;7859;215155;_T;ES61;215124;213227;_Z;PERSONAS;97.11368691;A
2010;7859;215155;M;ES61;215124;213227;_Z;PERSONAS;72.235645978;A
2010;7859;215155;F;ES61;215124;213227;_Z;PERSONAS;24.878040932;A
2010;7859;215156;_T;ES61;215124;213227;_Z;PERSONAS;193.35119858;A
2010;7859;215156;M;ES61;215124;213227;_Z;PERSONAS;117.665453031;A
2010;7859;215156;F;ES61;215124;213227;_Z;PERSONAS;75.685745549;A
2010;7859;215157;_T;ES61;215124;213227;_Z;PERSONAS;62.59297634;A
2010;7859;215157;M;ES61;215124;213227;_Z;PERSONAS;41.313405463;A
2010;7859;215157;F;ES61;215124;213227;_Z;PERSONAS;21.279570877;A
2010;7958;215154;_T;ES61;215124;213227;_Z;PERSONAS;54.205080363;A
2010;7958;215154;M;ES61;215124;213227;_Z;PERSONAS;43.979468311;A
2010;7958;215154;F;ES61;215124;213227;_Z;PERSONAS;10.225612052;A
2010;7958;215155;_T;ES61;215124;213227;_Z;PERSONAS;16.8077169;A
2010;7958;215155;M;ES61;215124;213227;_Z;PERSONAS;13.73992029;A
2010;7958;215155;F;ES61;215124;213227;_Z;PERSONAS;3.06779661;A
2010;7958;215156;_T;ES61;215124;213227;_Z;PERSONAS;27.393973633;A
2010;7958;215156;M;ES61;215124;213227;_Z;PERSONAS;25.371751411;A
2010;7958;215156;F;ES61;215124;213227;_Z;PERSONAS;2.022222222;A
2010;7958;215157;_T;ES61;215124;213227;_Z;PERSONAS;10.00338983;A
2010;7958;215157;M;ES61;215124;213227;_Z;PERSONAS;4.86779661;A
2010;7958;215157;F;ES61;215124;213227;_Z;PERSONAS;5.13559322;A
2010;7888;215154;_T;ES61;215124;213227;_Z;PERSONAS;4.25;A
2010;7888;215154;M;ES61;215124;213227;_Z;PERSONAS;1.0;A
2010;7888;215154;F;ES61;215124;213227;_Z;PERSONAS;3.25;A
2010;7888;215155;_T;ES61;215124;213227;_Z;PERSONAS;2.125;A
2010;7888;215155;M;ES61;215124;213227;_Z;PERSONAS;1.0;A
2010;7888;215155;F;ES61;215124;213227;_Z;PERSONAS;1.125;A
2010;7888;215156;_T;ES61;215124;213227;_Z;PERSONAS;2.125;A
2010;7888;215156;M;ES61;215124;213227;_Z;PERSONAS;0.0;A
2010;7888;215156;F;ES61;215124;213227;_Z;PERSONAS;2.125;A
2010;7888;215157;_T;ES61;215124;213227;_Z;PERSONAS;0.0;A
2010;7888;215157;M;ES61;215124;213227;_Z;PERSONAS;0.0;A
2010;7888;215157;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2010;8031;215154;_T;ES61;215124;213227;_Z;PERSONAS;1608.214788462;A
2010;8031;215154;M;ES61;215124;213227;_Z;PERSONAS;1263.677276799;A
2010;8031;215154;F;ES61;215124;213227;_Z;PERSONAS;344.537511663;A
2010;8031;215155;_T;ES61;215124;213227;_Z;PERSONAS;633.303626727;A
2010;8031;215155;M;ES61;215124;213227;_Z;PERSONAS;507.004964432;A
2010;8031;215155;F;ES61;215124;213227;_Z;PERSONAS;126.298662295;A
2010;8031;215156;_T;ES61;215124;213227;_Z;PERSONAS;883.42160369;A
2010;8031;215156;M;ES61;215124;213227;_Z;PERSONAS;705.771608516;A
2010;8031;215156;F;ES61;215124;213227;_Z;PERSONAS;177.649995174;A
2010;8031;215157;_T;ES61;215124;213227;_Z;PERSONAS;91.489558045;A
2010;8031;215157;M;ES61;215124;213227;_Z;PERSONAS;50.900703851;A
2010;8031;215157;F;ES61;215124;213227;_Z;PERSONAS;40.588854194;A
2010;8080;215154;_T;ES61;215124;213227;_Z;PERSONAS;23.748858445;A
2010;8080;215154;M;ES61;215124;213227;_Z;PERSONAS;20.133072405;A
2010;8080;215154;F;ES61;215124;213227;_Z;PERSONAS;3.61578604;A
2010;8080;215155;_T;ES61;215124;213227;_Z;PERSONAS;5.65688193;A
2010;8080;215155;M;ES61;215124;213227;_Z;PERSONAS;4.636333985;A
2010;8080;215155;F;ES61;215124;213227;_Z;PERSONAS;1.020547945;A
2010;8080;215156;_T;ES61;215124;213227;_Z;PERSONAS;13.591976515;A
2010;8080;215156;M;ES61;215124;213227;_Z;PERSONAS;10.99673842;A
2010;8080;215156;F;ES61;215124;213227;_Z;PERSONAS;2.595238095;A
2010;8080;215157;_T;ES61;215124;213227;_Z;PERSONAS;4.5;A
2010;8080;215157;M;ES61;215124;213227;_Z;PERSONAS;4.5;A
2010;8080;215157;F;ES61;215124;213227;_Z;PERSONAS;0.0;A
2010;8165;215154;_T;ES61;215124;213227;_Z;PERSONAS;3128.346350151;A
2010;8165;215154;M;ES61;215124;213227;_Z;PERSONAS;2001.877396438;A
2010;8165;215154;F;ES61;215124;213227;_Z;PERSONAS;1126.468953713;A
2010;8165;215155;_T;ES61;215124;213227;_Z;PERSONAS;1593.987151484;A
