D_TEMPORAL_0;D_SEXO_0;D_MCVL_TIPOPRESTACION_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2010;3691;55173;3142;Población;1201675.0;A
2010;3691;55173;3143;Población;5127200.0;A
2011;3689;55174;2352;Población;25375.0;A
2011;3689;55174;2402;Población;47075.0;A
2011;3689;55174;2482;Población;27600.0;A
2011;3689;55174;2713;Población;31150.0;A
2011;3689;55174;2797;Población;21400.0;A
2011;3689;55174;2911;Población;24150.0;A
2011;3689;55174;3023;Población;57550.0;A
2011;3689;55174;3142;Población;70250.0;A
2011;3689;55174;3143;Población;304550.0;A
2011;3689;55175;2352;Población;31575.0;A
2011;3689;55175;2402;Población;53700.0;A
2011;3689;55175;2482;Población;39375.0;A
2011;3689;55175;2713;Población;38825.0;A
2011;3689;55175;2797;Población;27475.0;A
2011;3689;55175;2911;Población;32200.0;A
2011;3689;55175;3023;Población;54925.0;A
2011;3689;55175;3142;Población;83350.0;A
2011;3689;55175;3143;Población;361425.0;A
2011;3689;55176;2352;Población;7075.0;A
2011;3689;55176;2402;Población;13175.0;A
2011;3689;55176;2482;Población;6125.0;A
2011;3689;55176;2713;Población;7750.0;A
2011;3689;55176;2797;Población;6200.0;A
2011;3689;55176;2911;Población;6275.0;A
2011;3689;55176;3023;Población;14625.0;A
2011;3689;55176;3142;Población;15675.0;A
2011;3689;55176;3143;Población;76900.0;A
2011;3689;55173;2352;Población;224925.0;A
2011;3689;55173;2402;Población;390025.0;A
2011;3689;55173;2482;Población;272975.0;A
2011;3689;55173;2713;Población;302225.0;A
2011;3689;55173;2797;Población;182150.0;A
2011;3689;55173;2911;Población;238625.0;A
2011;3689;55173;3023;Población;490225.0;A
2011;3689;55173;3142;Población;636450.0;A
2011;3689;55173;3143;Población;2737600.0;A
2011;3690;55174;2352;Población;19500.0;A
2011;3690;55174;2402;Población;29675.0;A
2011;3690;55174;2482;Población;15450.0;A
2011;3690;55174;2713;Población;20175.0;A
2011;3690;55174;2797;Población;12200.0;A
2011;3690;55174;2911;Población;12225.0;A
2011;3690;55174;3023;Población;41175.0;A
2011;3690;55174;3142;Población;43550.0;A
2011;3690;55174;3143;Población;193950.0;A
2011;3690;55175;2352;Población;28975.0;A
2011;3690;55175;2402;Población;60425.0;A
2011;3690;55175;2482;Población;48725.0;A
2011;3690;55175;2713;Población;44950.0;A
2011;3690;55175;2797;Población;38475.0;A
2011;3690;55175;2911;Población;38050.0;A
2011;3690;55175;3023;Población;58425.0;A
2011;3690;55175;3142;Población;101900.0;A
2011;3690;55175;3143;Población;419925.0;A
2011;3690;55176;2352;Población;4325.0;A
2011;3690;55176;2402;Población;6850.0;A
2011;3690;55176;2482;Población;3525.0;A
2011;3690;55176;2713;Población;4275.0;A
2011;3690;55176;2797;Población;2800.0;A
2011;3690;55176;2911;Población;2600.0;A
2011;3690;55176;3023;Población;9350.0;A
2011;3690;55176;3142;Población;7975.0;A
2011;3690;55176;3143;Población;41700.0;A
2011;3690;55173;2352;Población;183625.0;A
2011;3690;55173;2402;Población;314650.0;A
2011;3690;55173;2482;Población;240250.0;A
2011;3690;55173;2713;Población;267100.0;A
2011;3690;55173;2797;Población;174625.0;A
2011;3690;55173;2911;Población;191625.0;A
2011;3690;55173;3023;Población;433400.0;A
2011;3690;55173;3142;Población;561175.0;A
2011;3690;55173;3143;Población;2366450.0;A
2011;3691;55174;2352;Población;44875.0;A
2011;3691;55174;2402;Población;76750.0;A
2011;3691;55174;2482;Población;43050.0;A
2011;3691;55174;2713;Población;51325.0;A
2011;3691;55174;2797;Población;33600.0;A
2011;3691;55174;2911;Población;36375.0;A
2011;3691;55174;3023;Población;98725.0;A
2011;3691;55174;3142;Población;113800.0;A
2011;3691;55174;3143;Población;498500.0;A
2011;3691;55175;2352;Población;60550.0;A
2011;3691;55175;2402;Población;114125.0;A
2011;3691;55175;2482;Población;88100.0;A
2011;3691;55175;2713;Población;83775.0;A
2011;3691;55175;2797;Población;65950.0;A
2011;3691;55175;2911;Población;70250.0;A
2011;3691;55175;3023;Población;113350.0;A
2011;3691;55175;3142;Población;185250.0;A
2011;3691;55175;3143;Población;781350.0;A
2011;3691;55176;2352;Población;11400.0;A
2011;3691;55176;2402;Población;20025.0;A
2011;3691;55176;2482;Población;9650.0;A
2011;3691;55176;2713;Población;12025.0;A
2011;3691;55176;2797;Población;9000.0;A
2011;3691;55176;2911;Población;8875.0;A
2011;3691;55176;3023;Población;23975.0;A
2011;3691;55176;3142;Población;23650.0;A
2011;3691;55176;3143;Población;118600.0;A
2011;3691;55173;2352;Población;408550.0;A
2011;3691;55173;2402;Población;704675.0;A
2011;3691;55173;2482;Población;513225.0;A
2011;3691;55173;2713;Población;569325.0;A
2011;3691;55173;2797;Población;356775.0;A
2011;3691;55173;2911;Población;430250.0;A
2011;3691;55173;3023;Población;923625.0;A
2011;3691;55173;3142;Población;1197625.0;A
2011;3691;55173;3143;Población;5104050.0;A
2012;3689;55174;2352;Población;36250.0;A
2012;3689;55174;2402;Población;53175.0;A
2012;3689;55174;2482;Población;45850.0;A
2012;3689;55174;2713;Población;41975.0;A
2012;3689;55174;2797;Población;31575.0;A
2012;3689;55174;2911;Población;43100.0;A
2012;3689;55174;3023;Población;65900.0;A
2012;3689;55174;3142;Población;97425.0;A
2012;3689;55174;3143;Población;415250.0;A
2012;3689;55175;2352;Población;20850.0;A
2012;3689;55175;2402;Población;44100.0;A
2012;3689;55175;2482;Población;22225.0;A
2012;3689;55175;2713;Población;27775.0;A
2012;3689;55175;2797;Población;16100.0;A
2012;3689;55175;2911;Población;15675.0;A
2012;3689;55175;3023;Población;48850.0;A
2012;3689;55175;3142;Población;56625.0;A
2012;3689;55175;3143;Población;252200.0;A
2012;3689;55176;2352;Población;5550.0;A
2012;3689;55176;2402;Población;13250.0;A
2012;3689;55176;2482;Población;6875.0;A
2012;3689;55176;2713;Población;7475.0;A
2012;3689;55176;2797;Población;5725.0;A
2012;3689;55176;2911;Población;6250.0;A
2012;3689;55176;3023;Población;12600.0;A
2012;3689;55176;3142;Población;16750.0;A
2012;3689;55176;3143;Población;74475.0;A
2012;3689;55173;2352;Población;221300.0;A
2012;3689;55173;2402;Población;382875.0;A
2012;3689;55173;2482;Población;268600.0;A
2012;3689;55173;2713;Población;296375.0;A
2012;3689;55173;2797;Población;179375.0;A
2012;3689;55173;2911;Población;231900.0;A
2012;3689;55173;3023;Población;483925.0;A
2012;3689;55173;3142;Población;622350.0;A
2012;3689;55173;3143;Población;2686700.0;A
2012;3690;55174;2352;Población;29250.0;A
2012;3690;55174;2402;Población;44050.0;A
2012;3690;55174;2482;Población;45525.0;A
2012;3690;55174;2713;Población;42875.0;A
2012;3690;55174;2797;Población;33250.0;A
2012;3690;55174;2911;Población;36000.0;A
2012;3690;55174;3023;Población;56650.0;A
2012;3690;55174;3142;Población;93050.0;A
2012;3690;55174;3143;Población;380650.0;A
2012;3690;55175;2352;Población;18800.0;A
2012;3690;55175;2402;Población;42250.0;A
2012;3690;55175;2482;Población;18275.0;A
2012;3690;55175;2713;Población;21275.0;A
2012;3690;55175;2797;Población;13675.0;A
2012;3690;55175;2911;Población;13650.0;A
2012;3690;55175;3023;Población;44725.0;A
2012;3690;55175;3142;Población;49375.0;A
2012;3690;55175;3143;Población;222025.0;A
2012;3690;55176;2352;Población;4500.0;A
2012;3690;55176;2402;Población;6400.0;A
2012;3690;55176;2482;Población;4025.0;A
2012;3690;55176;2713;Población;5075.0;A
2012;3690;55176;2797;Población;3300.0;A
2012;3690;55176;2911;Población;2700.0;A
2012;3690;55176;3023;Población;9000.0;A
2012;3690;55176;3142;Población;8750.0;A
2012;3690;55176;3143;Población;43750.0;A
2012;3690;55173;2352;Población;182825.0;A
2012;3690;55173;2402;Población;310900.0;A
2012;3690;55173;2482;Población;237325.0;A
2012;3690;55173;2713;Población;264700.0;A
2012;3690;55173;2797;Población;168825.0;A
2012;3690;55173;2911;Población;189550.0;A
2012;3690;55173;3023;Población;433650.0;A
2012;3690;55173;3142;Población;555000.0;A
2012;3690;55173;3143;Población;2342775.0;A
2012;3691;55174;2352;Población;65500.0;A
2012;3691;55174;2402;Población;97225.0;A
2012;3691;55174;2482;Población;91375.0;A
2012;3691;55174;2713;Población;84850.0;A
2012;3691;55174;2797;Población;64825.0;A
2012;3691;55174;2911;Población;79100.0;A
2012;3691;55174;3023;Población;122550.0;A
2012;3691;55174;3142;Población;190475.0;A
2012;3691;55174;3143;Población;795900.0;A
2012;3691;55175;2352;Población;39650.0;A
2012;3691;55175;2402;Población;86350.0;A
2012;3691;55175;2482;Población;40500.0;A
2012;3691;55175;2713;Población;49050.0;A
2012;3691;55175;2797;Población;29775.0;A
2012;3691;55175;2911;Población;29325.0;A
2012;3691;55175;3023;Población;93575.0;A
2012;3691;55175;3142;Población;106000.0;A
2012;3691;55175;3143;Población;474225.0;A
2012;3691;55176;2352;Población;10050.0;A
2012;3691;55176;2402;Población;19650.0;A
2012;3691;55176;2482;Población;10900.0;A
2012;3691;55176;2713;Población;12550.0;A
2012;3691;55176;2797;Población;9025.0;A
2012;3691;55176;2911;Población;8950.0;A
2012;3691;55176;3023;Población;21600.0;A
2012;3691;55176;3142;Población;25500.0;A
2012;3691;55176;3143;Población;118225.0;A
2012;3691;55173;2352;Población;404125.0;A
2012;3691;55173;2402;Población;693775.0;A
2012;3691;55173;2482;Población;505925.0;A
2012;3691;55173;2713;Población;561075.0;A
2012;3691;55173;2797;Población;348200.0;A
2012;3691;55173;2911;Población;421450.0;A
2012;3691;55173;3023;Población;917575.0;A
2012;3691;55173;3142;Población;1177350.0;A
2012;3691;55173;3143;Población;5029475.0;A
2013;3689;55174;2352;Población;35550.0;A
2013;3689;55174;2402;Población;46650.0;A
2013;3689;55174;2482;Población;42925.0;A
2013;3689;55174;2713;Población;38650.0;A
2013;3689;55174;2797;Población;30175.0;A
2013;3689;55174;2911;Población;38775.0;A
2013;3689;55174;3023;Población;57750.0;A
2013;3689;55174;3142;Población;88625.0;A
2013;3689;55174;3143;Población;379100.0;A
2013;3689;55175;2352;Población;20625.0;A
2013;3689;55175;2402;Población;46000.0;A
2013;3689;55175;2482;Población;24225.0;A
2013;3689;55175;2713;Población;28775.0;A
2013;3689;55175;2797;Población;16175.0;A
2013;3689;55175;2911;Población;17350.0;A
2013;3689;55175;3023;Población;51550.0;A
2013;3689;55175;3142;Población;60275.0;A
2013;3689;55175;3143;Población;264975.0;A
2013;3689;55176;2352;Población;4050.0;A
2013;3689;55176;2402;Población;12675.0;A
2013;3689;55176;2482;Población;6150.0;A
2013;3689;55176;2713;Población;6825.0;A
2013;3689;55176;2797;Población;4975.0;A
2013;3689;55176;2911;Población;5275.0;A
2013;3689;55176;3023;Población;11250.0;A
2013;3689;55176;3142;Población;14150.0;A
2013;3689;55176;3143;Población;65350.0;A
2013;3689;55173;2352;Población;223025.0;A
2013;3689;55173;2402;Población;378300.0;A
2013;3689;55173;2482;Población;265600.0;A
2013;3689;55173;2713;Población;295875.0;A
2013;3689;55173;2797;Población;179525.0;A
2013;3689;55173;2911;Población;230775.0;A
2013;3689;55173;3023;Población;479225.0;A
2013;3689;55173;3142;Población;617650.0;A
2013;3689;55173;3143;Población;2669975.0;A
2013;3690;55174;2352;Población;28425.0;A
2013;3690;55174;2402;Población;41775.0;A
2013;3690;55174;2482;Población;44500.0;A
2013;3690;55174;2713;Población;41025.0;A
2013;3690;55174;2797;Población;33125.0;A
2013;3690;55174;2911;Población;35375.0;A
2013;3690;55174;3023;Población;55225.0;A
2013;3690;55174;3142;Población;88875.0;A
2013;3690;55174;3143;Población;368325.0;A
2013;3690;55175;2352;Población;19625.0;A
2013;3690;55175;2402;Población;36400.0;A
2013;3690;55175;2482;Población;17425.0;A
2013;3690;55175;2713;Población;21925.0;A
2013;3690;55175;2797;Población;12250.0;A
2013;3690;55175;2911;Población;13175.0;A
2013;3690;55175;3023;Población;42875.0;A
2013;3690;55175;3142;Población;46100.0;A
2013;3690;55175;3143;Población;209775.0;A
2013;3690;55176;2352;Población;3775.0;A
2013;3690;55176;2402;Población;6250.0;A
2013;3690;55176;2482;Población;3675.0;A
2013;3690;55176;2713;Población;4225.0;A
2013;3690;55176;2797;Población;3350.0;A
2013;3690;55176;2911;Población;2300.0;A
2013;3690;55176;3023;Población;8100.0;A
2013;3690;55176;3142;Población;8900.0;A
2013;3690;55176;3143;Población;40575.0;A
2013;3690;55173;2352;Población;180925.0;A
2013;3690;55173;2402;Población;298000.0;A
2013;3690;55173;2482;Población;233300.0;A
2013;3690;55173;2713;Población;260275.0;A
2013;3690;55173;2797;Población;165975.0;A
2013;3690;55173;2911;Población;186600.0;A
2013;3690;55173;3023;Población;426425.0;A
2013;3690;55173;3142;Población;544675.0;A
2013;3690;55173;3143;Población;2296175.0;A
2013;3691;55174;2352;Población;63975.0;A
2013;3691;55174;2402;Población;88425.0;A
2013;3691;55174;2482;Población;87425.0;A
2013;3691;55174;2713;Población;79675.0;A
2013;3691;55174;2797;Población;63300.0;A
2013;3691;55174;2911;Población;74150.0;A
2013;3691;55174;3023;Población;112975.0;A
2013;3691;55174;3142;Población;177500.0;A
2013;3691;55174;3143;Población;747425.0;A
2013;3691;55175;2352;Población;40250.0;A
2013;3691;55175;2402;Población;82400.0;A
2013;3691;55175;2482;Población;41650.0;A
2013;3691;55175;2713;Población;50700.0;A
2013;3691;55175;2797;Población;28425.0;A
2013;3691;55175;2911;Población;30525.0;A
2013;3691;55175;3023;Población;94425.0;A
2013;3691;55175;3142;Población;106375.0;A
2013;3691;55175;3143;Población;474750.0;A
2013;3691;55176;2352;Población;7825.0;A
2013;3691;55176;2402;Población;18925.0;A
2013;3691;55176;2482;Población;9825.0;A
2013;3691;55176;2713;Población;11050.0;A
2013;3691;55176;2797;Población;8325.0;A
2013;3691;55176;2911;Población;7575.0;A
2013;3691;55176;3023;Población;19350.0;A
2013;3691;55176;3142;Población;23050.0;A
2013;3691;55176;3143;Población;105925.0;A
2013;3691;55173;2352;Población;403950.0;A
2013;3691;55173;2402;Población;676300.0;A
2013;3691;55173;2482;Población;498900.0;A
2013;3691;55173;2713;Población;556150.0;A
2013;3691;55173;2797;Población;345500.0;A
2013;3691;55173;2911;Población;417375.0;A
2013;3691;55173;3023;Población;905650.0;A
2013;3691;55173;3142;Población;1162325.0;A
2013;3691;55173;3143;Población;4966150.0;A
2014;3689;55174;2352;Población;33350.0;A
2014;3689;55174;2402;Población;40725.0;A
2014;3689;55174;2482;Población;40075.0;A
2014;3689;55174;2713;Población;35425.0;A
2014;3689;55174;2797;Población;29625.0;A
2014;3689;55174;2911;Población;36250.0;A
2014;3689;55174;3023;Población;50400.0;A
2014;3689;55174;3142;Población;77950.0;A
2014;3689;55174;3143;Población;343800.0;A
2014;3689;55175;2352;Población;20025.0;A
2014;3689;55175;2402;Población;47725.0;A
2014;3689;55175;2482;Población;24800.0;A
2014;3689;55175;2713;Población;28925.0;A
2014;3689;55175;2797;Población;16050.0;A
2014;3689;55175;2911;Población;17125.0;A
2014;3689;55175;3023;Población;50875.0;A
2014;3689;55175;3142;Población;61525.0;A
2014;3689;55175;3143;Población;267050.0;A
2014;3689;55176;2352;Población;3875.0;A
2014;3689;55176;2402;Población;10000.0;A
2014;3689;55176;2482;Población;4500.0;A
2014;3689;55176;2713;Población;5225.0;A
2014;3689;55176;2797;Población;4050.0;A
2014;3689;55176;2911;Población;4050.0;A
2014;3689;55176;3023;Población;9650.0;A
2014;3689;55176;3142;Población;12325.0;A
2014;3689;55176;3143;Población;53675.0;A
2014;3689;55173;2352;Población;225100.0;A
2014;3689;55173;2402;Población;380450.0;A
2014;3689;55173;2482;Población;267050.0;A
2014;3689;55173;2713;Población;297350.0;A
2014;3689;55173;2797;Población;180750.0;A
2014;3689;55173;2911;Población;230650.0;A
2014;3689;55173;3023;Población;486175.0;A
2014;3689;55173;3142;Población;621200.0;A
2014;3689;55173;3143;Población;2688725.0;A
2014;3690;55174;2352;Población;26850.0;A
2014;3690;55174;2402;Población;38525.0;A
2014;3690;55174;2482;Población;42575.0;A
2014;3690;55174;2713;Población;38875.0;A
2014;3690;55174;2797;Población;34900.0;A
2014;3690;55174;2911;Población;34125.0;A
2014;3690;55174;3023;Población;51875.0;A
2014;3690;55174;3142;Población;82150.0;A
2014;3690;55174;3143;Población;349875.0;A
2014;3690;55175;2352;Población;19025.0;A
2014;3690;55175;2402;Población;32975.0;A
2014;3690;55175;2482;Población;16675.0;A
2014;3690;55175;2713;Población;20775.0;A
2014;3690;55175;2797;Población;12625.0;A
2014;3690;55175;2911;Población;12675.0;A
2014;3690;55175;3023;Población;40050.0;A
2014;3690;55175;3142;Población;45175.0;A
2014;3690;55175;3143;Población;199975.0;A
2014;3690;55176;2352;Población;3900.0;A
2014;3690;55176;2402;Población;6100.0;A
2014;3690;55176;2482;Población;3050.0;A
2014;3690;55176;2713;Población;4000.0;A
2014;3690;55176;2797;Población;2925.0;A
2014;3690;55176;2911;Población;2475.0;A
2014;3690;55176;3023;Población;7850.0;A
2014;3690;55176;3142;Población;8300.0;A
2014;3690;55176;3143;Población;38600.0;A
2014;3690;55173;2352;Población;183775.0;A
2014;3690;55173;2402;Población;298475.0;A
2014;3690;55173;2482;Población;235000.0;A
2014;3690;55173;2713;Población;262925.0;A
2014;3690;55173;2797;Población;169350.0;A
2014;3690;55173;2911;Población;187475.0;A
2014;3690;55173;3023;Población;432600.0;A
2014;3690;55173;3142;Población;544475.0;A
2014;3690;55173;3143;Población;2314075.0;A
2014;3691;55174;2352;Población;60200.0;A
2014;3691;55174;2402;Población;79250.0;A
2014;3691;55174;2482;Población;82650.0;A
2014;3691;55174;2713;Población;74300.0;A
2014;3691;55174;2797;Población;64525.0;A
2014;3691;55174;2911;Población;70375.0;A
2014;3691;55174;3023;Población;102275.0;A
2014;3691;55174;3142;Población;160100.0;A
2014;3691;55174;3143;Población;693675.0;A
2014;3691;55175;2352;Población;39050.0;A
2014;3691;55175;2402;Población;80700.0;A
2014;3691;55175;2482;Población;41475.0;A
2014;3691;55175;2713;Población;49700.0;A
2014;3691;55175;2797;Población;28675.0;A
2014;3691;55175;2911;Población;29800.0;A
2014;3691;55175;3023;Población;90925.0;A
2014;3691;55175;3142;Población;106700.0;A
2014;3691;55175;3143;Población;467025.0;A
2014;3691;55176;2352;Población;7775.0;A
2014;3691;55176;2402;Población;16100.0;A
2014;3691;55176;2482;Población;7550.0;A
2014;3691;55176;2713;Población;9225.0;A
2014;3691;55176;2797;Población;6975.0;A
2014;3691;55176;2911;Población;6525.0;A
2014;3691;55176;3023;Población;17500.0;A
2014;3691;55176;3142;Población;20625.0;A
2014;3691;55176;3143;Población;92275.0;A
2014;3691;55173;2352;Población;408875.0;A
2014;3691;55173;2402;Población;678925.0;A
2014;3691;55173;2482;Población;502050.0;A
2014;3691;55173;2713;Población;560275.0;A
2014;3691;55173;2797;Población;350100.0;A
2014;3691;55173;2911;Población;418125.0;A
2014;3691;55173;3023;Población;918775.0;A
2014;3691;55173;3142;Población;1165675.0;A
2014;3691;55173;3143;Población;5002800.0;A
2015;3689;55174;2352;Población;33200.0;A
2015;3689;55174;2402;Población;38450.0;A
2015;3689;55174;2482;Población;37625.0;A
2015;3689;55174;2713;Población;34000.0;A
2015;3689;55174;2797;Población;28950.0;A
2015;3689;55174;2911;Población;34175.0;A
2015;3689;55174;3023;Población;45400.0;A
2015;3689;55174;3142;Población;70000.0;A
2015;3689;55174;3143;Población;321800.0;A
2015;3689;55175;2352;Población;20075.0;A
2015;3689;55175;2402;Población;48300.0;A
2015;3689;55175;2482;Población;23050.0;A
2015;3689;55175;2713;Población;29500.0;A
2015;3689;55175;2797;Población;15900.0;A
2015;3689;55175;2911;Población;16525.0;A
2015;3689;55175;3023;Población;49850.0;A
2015;3689;55175;3142;Población;60925.0;A
2015;3689;55175;3143;Población;264125.0;A
2015;3689;55176;2352;Población;2775.0;A
2015;3689;55176;2402;Población;7800.0;A
2015;3689;55176;2482;Población;4550.0;A
2015;3689;55176;2713;Población;4425.0;A
2015;3689;55176;2797;Población;3200.0;A
2015;3689;55176;2911;Población;4325.0;A
2015;3689;55176;3023;Población;7050.0;A
2015;3689;55176;3142;Población;11050.0;A
2015;3689;55176;3143;Población;45175.0;A
2015;3689;55173;2352;Población;231525.0;A
2015;3689;55173;2402;Población;386125.0;A
2015;3689;55173;2482;Población;266875.0;A
2015;3689;55173;2713;Población;301375.0;A
2015;3689;55173;2797;Población;183550.0;A
2015;3689;55173;2911;Población;231825.0;A
2015;3689;55173;3023;Población;497250.0;A
2015;3689;55173;3142;Población;626300.0;A
2015;3689;55173;3143;Población;2724825.0;A
2015;3690;55174;2352;Población;26525.0;A
2015;3690;55174;2402;Población;37175.0;A
2015;3690;55174;2482;Población;41325.0;A
2015;3690;55174;2713;Población;37550.0;A
2015;3690;55174;2797;Población;34450.0;A
2015;3690;55174;2911;Población;32400.0;A
2015;3690;55174;3023;Población;49475.0;A
2015;3690;55174;3142;Población;77900.0;A
2015;3690;55174;3143;Población;336800.0;A
2015;3690;55175;2352;Población;18975.0;A
2015;3690;55175;2402;Población;37100.0;A
2015;3690;55175;2482;Población;18800.0;A
2015;3690;55175;2713;Población;22375.0;A
2015;3690;55175;2797;Población;13900.0;A
2015;3690;55175;2911;Población;13325.0;A
2015;3690;55175;3023;Población;42750.0;A
2015;3690;55175;3142;Población;50800.0;A
2015;3690;55175;3143;Población;218025.0;A
2015;3690;55176;2352;Población;3575.0;A
2015;3690;55176;2402;Población;5300.0;A
2015;3690;55176;2482;Población;3075.0;A
2015;3690;55176;2713;Población;3800.0;A
2015;3690;55176;2797;Población;2150.0;A
2015;3690;55176;2911;Población;2275.0;A
2015;3690;55176;3023;Población;6600.0;A
2015;3690;55176;3142;Población;6900.0;A
2015;3690;55176;3143;Población;33675.0;A
2015;3690;55173;2352;Población;189175.0;A
2015;3690;55173;2402;Población;308275.0;A
2015;3690;55173;2482;Población;238450.0;A
2015;3690;55173;2713;Población;267400.0;A
2015;3690;55173;2797;Población;169825.0;A
2015;3690;55173;2911;Población;189975.0;A
2015;3690;55173;3023;Población;444675.0;A
2015;3690;55173;3142;Población;556875.0;A
2015;3690;55173;3143;Población;2364650.0;A
2015;3691;55174;2352;Población;59725.0;A
2015;3691;55174;2402;Población;75625.0;A
2015;3691;55174;2482;Población;78950.0;A
2015;3691;55174;2713;Población;71550.0;A
2015;3691;55174;2797;Población;63400.0;A
2015;3691;55174;2911;Población;66575.0;A
2015;3691;55174;3023;Población;94875.0;A
2015;3691;55174;3142;Población;147900.0;A
2015;3691;55174;3143;Población;658600.0;A
2015;3691;55175;2352;Población;39050.0;A
2015;3691;55175;2402;Población;85400.0;A
2015;3691;55175;2482;Población;41850.0;A
2015;3691;55175;2713;Población;51875.0;A
2015;3691;55175;2797;Población;29800.0;A
2015;3691;55175;2911;Población;29850.0;A
2015;3691;55175;3023;Población;92600.0;A
2015;3691;55175;3142;Población;111725.0;A
2015;3691;55175;3143;Población;482150.0;A
2015;3691;55176;2352;Población;6350.0;A
2015;3691;55176;2402;Población;13100.0;A
2015;3691;55176;2482;Población;7625.0;A
2015;3691;55176;2713;Población;8225.0;A
2015;3691;55176;2797;Población;5350.0;A
2015;3691;55176;2911;Población;6600.0;A
2015;3691;55176;3023;Población;13650.0;A
2015;3691;55176;3142;Población;17950.0;A
2015;3691;55176;3143;Población;78850.0;A
2015;3691;55173;2352;Población;420700.0;A
2015;3691;55173;2402;Población;694400.0;A
2015;3691;55173;2482;Población;505325.0;A
2015;3691;55173;2713;Población;568775.0;A
2015;3691;55173;2797;Población;353375.0;A
2015;3691;55173;2911;Población;421800.0;A
2015;3691;55173;3023;Población;941925.0;A
