D_ESTADO_DATO_0;D_RESITUR_0;D_TEMPORAL_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
40123;516720;2018;3143;Pernoctaciones;2788.206812169;A
40123;516720;2017;3143;Pernoctaciones;4044.225415655;A
40123;516720;2016;3143;Pernoctaciones;1148.55568436;A
40123;516720;2015;3143;Pernoctaciones;2699.411597903;A
40123;516720;2014;3143;Pernoctaciones;1552.447377352;A
40123;516721;2020;3143;Pernoctaciones;731.955686505;A
40123;516721;2019;3143;Pernoctaciones;8084.855649018;A
40123;516721;2018;3143;Pernoctaciones;7625.58742494;A
40123;516721;2017;3143;Pernoctaciones;10225.414913725;A
40123;516721;2016;3143;Pernoctaciones;7784.232152043;A
40123;516721;2015;3143;Pernoctaciones;3865.891394113;A
40123;516721;2014;3143;Pernoctaciones;3214.913510746;A
40123;516721;2013;3143;Pernoctaciones;3784.577311875;A
40123;516722;2020;3143;Pernoctaciones;8938.126568604;A
40123;516722;2019;3143;Pernoctaciones;23022.945522069;A
40123;516722;2018;3143;Pernoctaciones;17817.740975969;A
40123;516722;2017;3143;Pernoctaciones;15570.62908568;A
40123;516722;2016;3143;Pernoctaciones;7332.019334813;A
40123;516722;2015;3143;Pernoctaciones;6737.416905122;A
40123;516722;2014;3143;Pernoctaciones;7427.161847433;A
40123;516722;2013;3143;Pernoctaciones;5380.505598559;A
40123;516724;2020;3143;Pernoctaciones;1802.314536872;A
40123;516724;2019;3143;Pernoctaciones;15901.6347037;A
40123;516724;2018;3143;Pernoctaciones;15332.934075616;A
40123;516724;2017;3143;Pernoctaciones;15030.565515806;A
40123;516724;2016;3143;Pernoctaciones;8624.110450302;A
40123;516724;2015;3143;Pernoctaciones;8438.89281734;A
40123;516724;2014;3143;Pernoctaciones;7289.727229571;A
40123;516724;2013;3143;Pernoctaciones;5422.602221532;A
40123;516727;2020;3143;Pernoctaciones;5316.789393482;A
40123;516727;2019;3143;Pernoctaciones;27459.55503159;A
40123;516727;2018;3143;Pernoctaciones;31528.8003103;A
40123;516727;2017;3143;Pernoctaciones;20097.55112825;A
40123;516727;2016;3143;Pernoctaciones;14935.55373156;A
40123;516727;2015;3143;Pernoctaciones;10649.72040914;A
40123;516727;2014;3143;Pernoctaciones;9555.128551303;A
40123;516727;2013;3143;Pernoctaciones;7721.391759781;A
40124;55698;2021;3143;Pernoctaciones;991778.831460078;A
40124;55565;2021;3143;Pernoctaciones;707992.457222211;A
40124;55697;2021;3143;Pernoctaciones;283786.374237867;A
40124;55577;2021;3143;Pernoctaciones;50408.782140817;A
40124;516706;2021;3143;Pernoctaciones;33375.631964753;A
40124;55568;2021;3143;Pernoctaciones;58426.678593707;A
40124;516711;2021;3143;Pernoctaciones;2732.010882178;A
40124;55571;2021;3143;Pernoctaciones;41770.316398916;A
40124;516715;2021;3143;Pernoctaciones;2758.495993685;A
40124;55574;2021;3143;Pernoctaciones;39248.104068634;A
40124;516718;2021;3143;Pernoctaciones;27962.72394104;A
40124;516720;2021;3143;Pernoctaciones;307.768517856;A
40124;516721;2021;3143;Pernoctaciones;6420.774113817;A
40124;516722;2021;3143;Pernoctaciones;6468.304866187;A
40124;516724;2021;3143;Pernoctaciones;3159.230290083;A
40124;516727;2021;3143;Pernoctaciones;10747.552466194;A
40123;55698;2020;3143;% Pernoctaciones;100.0;A
40123;55698;2019;3143;% Pernoctaciones;100.0;A
40123;55698;2018;3143;% Pernoctaciones;100.0;A
40123;55698;2017;3143;% Pernoctaciones;100.0;A
40123;55698;2016;3143;% Pernoctaciones;100.0;A
40123;55698;2015;3143;% Pernoctaciones;100.0;A
40123;55698;2014;3143;% Pernoctaciones;100.0;A
40123;55698;2013;3143;% Pernoctaciones;100.0;A
40123;55565;2020;3143;% Pernoctaciones;81.62555714214429;A
40123;55565;2019;3143;% Pernoctaciones;46.77780834184069;A
40123;55565;2018;3143;% Pernoctaciones;43.557786992697494;A
40123;55565;2017;3143;% Pernoctaciones;44.18523381525661;A
40123;55565;2016;3143;% Pernoctaciones;48.74402223468643;A
40123;55565;2015;3143;% Pernoctaciones;57.369215490550985;A
40123;55565;2014;3143;% Pernoctaciones;55.584704619267775;A
40123;55565;2013;3143;% Pernoctaciones;55.023400767935506;A
40123;55697;2020;3143;% Pernoctaciones;18.3744428578557;A
40123;55697;2019;3143;% Pernoctaciones;53.22219165815931;A
40123;55697;2018;3143;% Pernoctaciones;56.44221300730252;A
40123;55697;2017;3143;% Pernoctaciones;55.814766184743384;A
40123;55697;2016;3143;% Pernoctaciones;51.25597776531357;A
40123;55697;2015;3143;% Pernoctaciones;42.630784509449015;A
40123;55697;2014;3143;% Pernoctaciones;44.415295380732225;A
40123;55697;2013;3143;% Pernoctaciones;44.97659923206451;A
40123;55577;2020;3143;% Pernoctaciones;2.7449669193218282;A
40123;55577;2019;3143;% Pernoctaciones;6.536177002711538;A
40123;55577;2018;3143;% Pernoctaciones;8.045693571760282;A
40123;55577;2017;3143;% Pernoctaciones;6.160056760161264;A
40123;55577;2016;3143;% Pernoctaciones;6.654294932396637;A
40123;55577;2015;3143;% Pernoctaciones;5.0171706018713635;A
40123;55577;2014;3143;% Pernoctaciones;9.973363196135097;A
40123;55577;2013;3143;% Pernoctaciones;9.645966127893498;A
40123;516706;2020;3143;% Pernoctaciones;1.705217042026054;A
40123;516706;2019;3143;% Pernoctaciones;3.2970806315996533;A
40123;516706;2018;3143;% Pernoctaciones;4.289434843840092;A
40123;516706;2017;3143;% Pernoctaciones;2.957620043771685;A
40123;516706;2016;3143;% Pernoctaciones;2.56499656239296;A
40123;516706;2015;3143;% Pernoctaciones;2.407186661473759;A
40123;516706;2014;3143;% Pernoctaciones;3.609300864170938;A
40123;516706;2013;3143;% Pernoctaciones;2.642098664298826;A
40123;55568;2020;3143;% Pernoctaciones;3.1302545051600315;A
40123;55568;2019;3143;% Pernoctaciones;7.152096690429288;A
40123;55568;2018;3143;% Pernoctaciones;4.55788622563247;A
40123;55568;2017;3143;% Pernoctaciones;6.185575785231598;A
40123;55568;2016;3143;% Pernoctaciones;6.269900395608927;A
40123;55568;2015;3143;% Pernoctaciones;6.174388814025736;A
40123;55568;2014;3143;% Pernoctaciones;5.102834389620757;A
40123;55568;2013;3143;% Pernoctaciones;5.420275264687457;A
40123;516711;2020;3143;% Pernoctaciones;0.19704973126418424;A
40123;516711;2019;3143;% Pernoctaciones;0.7095552454347723;A
40123;516711;2018;3143;% Pernoctaciones;0.5280925765757153;A
40123;516711;2017;3143;% Pernoctaciones;0.3792993416241089;A
40123;516711;2016;3143;% Pernoctaciones;0.5683293997802253;A
40123;516711;2015;3143;% Pernoctaciones;0.25921016120857315;A
40123;516711;2014;3143;% Pernoctaciones;0.37324788232834544;A
40123;516711;2013;3143;% Pernoctaciones;0.4122903329174325;A
40123;55571;2020;3143;% Pernoctaciones;1.7618697809713861;A
40123;55571;2019;3143;% Pernoctaciones;8.384134046086979;A
40123;55571;2018;3143;% Pernoctaciones;10.780172854943734;A
40123;55571;2017;3143;% Pernoctaciones;11.178949554768613;A
40123;55571;2016;3143;% Pernoctaciones;11.302287434491785;A
40123;55571;2015;3143;% Pernoctaciones;8.811484355357742;A
40123;55571;2014;3143;% Pernoctaciones;5.295775362550174;A
40123;55571;2013;3143;% Pernoctaciones;6.356614438109352;A
40123;516715;2020;3143;% Pernoctaciones;0.21623939085712748;A
40123;516715;2019;3143;% Pernoctaciones;0.39699663885149894;A
40123;516715;2018;3143;% Pernoctaciones;0.3705401735512891;A
40123;516715;2017;3143;% Pernoctaciones;0.1931762119850859;A
40123;516715;2016;3143;% Pernoctaciones;0.17388076988120837;A
40123;516715;2015;3143;% Pernoctaciones;0.18186782870766788;A
40123;516715;2014;3143;% Pernoctaciones;0.2485808057716457;A
40123;516715;2013;3143;% Pernoctaciones;0.2314896598973602;A
40123;55574;2020;3143;% Pernoctaciones;4.696438669882358;A
40123;55574;2019;3143;% Pernoctaciones;17.087109444415418;A
40123;55574;2018;3143;% Pernoctaciones;17.93212474742544;A
40123;55574;2017;3143;% Pernoctaciones;18.5683280818956;A
40123;55574;2016;3143;% Pernoctaciones;15.842787617646014;A
40123;55574;2015;3143;% Pernoctaciones;12.075495694030671;A
40123;55574;2014;3143;% Pernoctaciones;13.077456475837371;A
40123;55574;2013;3143;% Pernoctaciones;13.422263653225972;A
40123;516718;2020;3143;% Pernoctaciones;1.425452960502303;A
40123;516718;2019;3143;% Pernoctaciones;4.02040708411607;A
40123;516718;2018;3143;% Pernoctaciones;4.197791205301211;A
40123;516718;2017;3143;% Pernoctaciones;4.84585480962716;A
40123;516718;2016;3143;% Pernoctaciones;3.6204590048334158;A
40123;516718;2015;3143;% Pernoctaciones;3.5006915574013835;A
40123;516718;2014;3143;% Pernoctaciones;2.6866008024093513;A
40123;516718;2013;3143;% Pernoctaciones;3.36221564183937;A
40123;516720;2020;3143;% Pernoctaciones;0.03082955724630657;A
40123;516720;2019;3143;% Pernoctaciones;0.1681834841025178;A
40123;516720;2018;3143;% Pernoctaciones;0.21314342320416627;A
40123;516720;2017;3143;% Pernoctaciones;0.33277796465594545;A
40123;516720;2016;3143;% Pernoctaciones;0.12283267872387346;A
40123;516720;2015;3143;% Pernoctaciones;0.35029143716429806;A
40123;516720;2014;3143;% Pernoctaciones;0.21641363622151608;A
40123;516721;2020;3143;% Pernoctaciones;0.10751525925854245;A
40123;516721;2019;3143;% Pernoctaciones;0.5939090793112929;A
40123;516721;2018;3143;% Pernoctaciones;0.5829351684389468;A
40123;516721;2017;3143;% Pernoctaciones;0.8413954250868189;A
40123;516721;2016;3143;% Pernoctaciones;0.8324873578739335;A
40123;516721;2015;3143;% Pernoctaciones;0.5016606779851271;A
40123;516721;2014;3143;% Pernoctaciones;0.448164062207996;A
40123;516721;2013;3143;% Pernoctaciones;0.5909317361498164;A
40123;516722;2020;3143;% Pernoctaciones;1.312900511638502;A
40123;516722;2019;3143;% Pernoctaciones;1.6912530008753912;A
40123;516722;2018;3143;% Pernoctaciones;1.3620705210273996;A
40123;516722;2017;3143;% Pernoctaciones;1.28122488808059;A
40123;516722;2016;3143;% Pernoctaciones;0.784125304165948;A
40123;516722;2015;3143;% Pernoctaciones;0.8742866231676569;A
40123;516722;2014;3143;% Pernoctaciones;1.035358187116343;A
40123;516722;2013;3143;% Pernoctaciones;0.8401232826566426;A
40123;516724;2020;3143;% Pernoctaciones;0.26473776796856574;A
40123;516724;2019;3143;% Pernoctaciones;1.168125398449887;A
40123;516724;2018;3143;% Pernoctaciones;1.1721203902009958;A
40123;516724;2017;3143;% Pernoctaciones;1.2367859072879268;A
40123;516724;2016;3143;% Pernoctaciones;0.9223084284428251;A
40123;516724;2015;3143;% Pernoctaciones;1.0950800890675152;A
40123;516724;2014;3143;% Pernoctaciones;1.0161995825619254;A
40123;516724;2013;3143;% Pernoctaciones;0.846696336514315;A
40123;516727;2020;3143;% Pernoctaciones;0.780970761758514;A
40123;516727;2019;3143;% Pernoctaciones;2.017163911775005;A
40123;516727;2018;3143;% Pernoctaciones;2.4102073054007715;A
40123;516727;2017;3143;% Pernoctaciones;1.6537214105669842;A
40123;516727;2016;3143;% Pernoctaciones;1.5972878790758176;A
40123;516727;2015;3143;% Pernoctaciones;1.3819700079875177;A
40123;516727;2014;3143;% Pernoctaciones;1.3320001338007639;A
40123;516727;2013;3143;% Pernoctaciones;1.2056340938744647;A
40124;55698;2021;3143;% Pernoctaciones;100.0;A
40124;55565;2021;3143;% Pernoctaciones;71.38612307140271;A
40124;55697;2021;3143;% Pernoctaciones;28.613876928597286;A
40124;55577;2021;3143;% Pernoctaciones;5.082663648568315;A
40124;516706;2021;3143;% Pernoctaciones;3.365229313839864;A
40124;55568;2021;3143;% Pernoctaciones;5.891099581919121;A
40124;516711;2021;3143;% Pernoctaciones;0.27546573848082495;A
40124;55571;2021;3143;% Pernoctaciones;4.21165637679749;A
40124;516715;2021;3143;% Pernoctaciones;0.27813620397846106;A
40124;55574;2021;3143;% Pernoctaciones;3.9573444021641078;A
40124;516718;2021;3143;% Pernoctaciones;2.819451580739408;A
40124;516720;2021;3143;% Pernoctaciones;0.031031970848067917;A
40124;516721;2021;3143;% Pernoctaciones;0.64739979420255;A
40124;516722;2021;3143;% Pernoctaciones;0.6521922691840966;A
40124;516724;2021;3143;% Pernoctaciones;0.3185418149560665;A
40124;516727;2021;3143;% Pernoctaciones;1.0836642329189117;A
40123;55698;2020;3143;Estancia media;3.471895843770254;A
40123;55698;2019;3143;Estancia media;3.463394111999354;A
40123;55698;2018;3143;Estancia media;3.5410246585679785;A
40123;55698;2017;3143;Estancia media;3.580695196213477;A
40123;55698;2016;3143;Estancia media;3.4626453379401108;A
40123;55698;2015;3143;Estancia media;3.362451725591111;A
40123;55698;2014;3143;Estancia media;3.5593840788701714;A
40123;55698;2013;3143;Estancia media;3.449805935900172;A
40123;55565;2020;3143;Estancia media;3.173205750077857;A
40123;55565;2019;3143;Estancia media;2.4955098220640872;A
40123;55565;2018;3143;Estancia media;2.4556976959138743;A
40123;55565;2017;3143;Estancia media;2.516183635897187;A
40123;55565;2016;3143;Estancia media;2.4920092566804604;A
40123;55565;2015;3143;Estancia media;2.6223063296105766;A
40123;55565;2014;3143;Estancia media;2.7351851758747903;A
40123;55565;2013;3143;Estancia media;2.6380476162875715;A
40123;55697;2020;3143;Estancia media;5.9670189964507285;A
40123;55697;2019;3143;Estancia media;5.254633954031854;A
40123;55697;2018;3143;Estancia media;5.37392635651309;A
40123;55697;2017;3143;Estancia media;5.383825244868512;A
40123;55697;2016;3143;Estancia media;5.4998485413453935;A
40123;55697;2015;3143;Estancia media;5.421822158815582;A
40123;55697;2014;3143;Estancia media;5.714305996434454;A
40123;55697;2013;3143;Estancia media;5.532506735684675;A
40123;55577;2020;3143;Estancia media;7.662821752293171;A
40123;55577;2019;3143;Estancia media;5.900192064634323;A
40123;55577;2018;3143;Estancia media;6.284229991970124;A
40123;55577;2017;3143;Estancia media;6.000716428898993;A
40123;55577;2016;3143;Estancia media;6.381488825471069;A
40123;55577;2015;3143;Estancia media;5.579558634873541;A
40123;55577;2014;3143;Estancia media;11.09519056643347;A
40123;55577;2013;3143;Estancia media;9.819735586517305;A
40123;516706;2020;3143;Estancia media;6.697429074879235;A
40123;516706;2019;3143;Estancia media;6.036970978069878;A
40123;516706;2018;3143;Estancia media;6.467228728858637;A
40123;516706;2017;3143;Estancia media;3.9819301701353647;A
40123;516706;2016;3143;Estancia media;4.286120181366386;A
40123;516706;2015;3143;Estancia media;4.863695647606279;A
40123;516706;2014;3143;Estancia media;5.421635027203453;A
40123;516706;2013;3143;Estancia media;4.314322450311278;A
40123;55568;2020;3143;Estancia media;5.735155993610629;A
40123;55568;2019;3143;Estancia media;5.913190518401283;A
40123;55568;2018;3143;Estancia media;4.910355679260418;A
40123;55568;2017;3143;Estancia media;6.150261477766005;A
40123;55568;2016;3143;Estancia media;6.133328620859455;A
40123;55568;2015;3143;Estancia media;5.563912825132776;A
40123;55568;2014;3143;Estancia media;4.7320365297347315;A
40123;55568;2013;3143;Estancia media;4.876538321003887;A
40123;516711;2020;3143;Estancia media;2.330432355195618;A
40123;516711;2019;3143;Estancia media;3.2628435656214885;A
40123;516711;2018;3143;Estancia media;3.303647161521049;A
40123;516711;2017;3143;Estancia media;2.2924871645757197;A
40123;516711;2016;3143;Estancia media;3.7351805262325515;A
40123;516711;2015;3143;Estancia media;2.2121420685545745;A
40123;516711;2014;3143;Estancia media;2.93833363768303;A
40123;516711;2013;3143;Estancia media;2.792911249532788;A
40123;55571;2020;3143;Estancia media;6.352848670808097;A
40123;55571;2019;3143;Estancia media;5.719119512509251;A
40123;55571;2018;3143;Estancia media;5.681779143329456;A
40123;55571;2017;3143;Estancia media;5.411779496452109;A
40123;55571;2016;3143;Estancia media;5.3205004051815195;A
40123;55571;2015;3143;Estancia media;5.511188992792975;A
40123;55571;2014;3143;Estancia media;4.733250283611775;A
40123;55571;2013;3143;Estancia media;5.021627084178571;A
40123;516715;2020;3143;Estancia media;3.184391921026691;A
40123;516715;2019;3143;Estancia media;2.2584190205905195;A
40123;516715;2018;3143;Estancia media;3.1997578340270962;A
40123;516715;2017;3143;Estancia media;2.43808266755352;A
40123;516715;2016;3143;Estancia media;3.341654435822075;A
40123;516715;2015;3143;Estancia media;2.1398567471264966;A
40123;516715;2014;3143;Estancia media;3.698476024557203;A
40123;516715;2013;3143;Estancia media;2.493343616036839;A
40123;55574;2020;3143;Estancia media;7.443232895853532;A
40123;55574;2019;3143;Estancia media;5.920842240220748;A
40123;55574;2018;3143;Estancia media;5.944510535951732;A
40123;55574;2017;3143;Estancia media;5.8980380430337265;A
40123;55574;2016;3143;Estancia media;5.825802061014793;A
40123;55574;2015;3143;Estancia media;6.05461202855796;A
40123;55574;2014;3143;Estancia media;5.54716013641475;A
40123;55574;2013;3143;Estancia media;5.230926528532422;A
40123;516718;2020;3143;Estancia media;4.944083042828547;A
40123;516718;2019;3143;Estancia media;4.604512472933565;A
40123;516718;2018;3143;Estancia media;5.496841749026179;A
40123;516718;2017;3143;Estancia media;5.249028261742415;A
40123;516718;2016;3143;Estancia media;6.252306510141032;A
40123;516718;2015;3143;Estancia media;6.181729082040738;A
40123;516718;2014;3143;Estancia media;5.97889312168787;A
40123;516718;2013;3143;Estancia media;7.495020829334719;A
40123;516720;2020;3143;Estancia media;2.2765585414973177;A
40123;516720;2019;3143;Estancia media;3.759460762721441;A
40123;516720;2018;3143;Estancia media;2.9031995346995685;A
40123;516720;2017;3143;Estancia media;4.347368243933332;A
40123;516720;2016;3143;Estancia media;2.9089548507065985;A
40123;516720;2015;3143;Estancia media;5.54460431631557;A
40123;516720;2014;3143;Estancia media;2.803542596810675;A
40123;516721;2020;3143;Estancia media;2.78184361694323;A
40123;516721;2019;3143;Estancia media;4.104982612757697;A
40123;516721;2018;3143;Estancia media;4.133052396066592;A
40123;516721;2017;3143;Estancia media;4.93852316757624;A
40123;516721;2016;3143;Estancia media;4.510981810425539;A
40123;516721;2015;3143;Estancia media;4.427460929972917;A
40123;516721;2014;3143;Estancia media;3.1153467345053305;A
40123;516721;2013;3143;Estancia media;3.4709482044054987;A
40123;516722;2020;3143;Estancia media;8.872450906902412;A
40123;516722;2019;3143;Estancia media;5.270394107468416;A
40123;516722;2018;3143;Estancia media;5.656089221879727;A
40123;516722;2017;3143;Estancia media;5.352960317619374;A
40123;516722;2016;3143;Estancia media;4.577351204909165;A
40123;516722;2015;3143;Estancia media;4.70823801404462;A
40123;516722;2014;3143;Estancia media;5.040612535955319;A
40123;516722;2013;3143;Estancia media;6.155482284231951;A
40123;516724;2020;3143;Estancia media;4.97473310731683;A
40123;516724;2019;3143;Estancia media;3.90711970933774;A
40123;516724;2018;3143;Estancia media;3.576671151941264;A
40123;516724;2017;3143;Estancia media;3.9778887931550986;A
40123;516724;2016;3143;Estancia media;3.7171537953362166;A
40123;516724;2015;3143;Estancia media;4.457011968655631;A
40123;516724;2014;3143;Estancia media;4.290519823222206;A
40123;516724;2013;3143;Estancia media;3.780783149140753;A
40123;516727;2020;3143;Estancia media;2.4539950802260964;A
40123;516727;2019;3143;Estancia media;2.40833842041014;A
40123;516727;2018;3143;Estancia media;2.693039074862064;A
40123;516727;2017;3143;Estancia media;4.0030814534441355;A
40123;516727;2016;3143;Estancia media;4.171464044213446;A
40123;516727;2015;3143;Estancia media;3.549370923894314;A
40123;516727;2014;3143;Estancia media;3.844817566149484;A
40123;516727;2013;3143;Estancia media;3.242876634966078;A
40124;55698;2021;3143;Estancia media;3.451774221342879;A
40124;55565;2021;3143;Estancia media;3.0150807966943094;A
40124;55697;2021;3143;Estancia media;5.404704533786777;A
40124;55577;2021;3143;Estancia media;6.965611300330346;A
40124;516706;2021;3143;Estancia media;5.952669635546335;A
40124;55568;2021;3143;Estancia media;6.3688174004603475;A
40124;516711;2021;3143;Estancia media;2.8023563687866235;A
40124;55571;2021;3143;Estancia media;5.746169207570103;A
40124;516715;2021;3143;Estancia media;2.8549069683104062;A
40124;55574;2021;3143;Estancia media;5.141238454151878;A
40124;516718;2021;3143;Estancia media;6.0382343272805565;A
40124;516720;2021;3143;Estancia media;2.533366834956539;A
40124;516721;2021;3143;Estancia media;5.348328880015612;A
40124;516722;2021;3143;Estancia media;3.505214830410669;A
40124;516724;2021;3143;Estancia media;2.3046002007131934;A
40124;516727;2021;3143;Estancia media;2.400987638220452;A
